t,x,y,z,vx,vy,vz,phi1,phi2,phi3,omega1,omega2,omega3,alpha1,alpha2,alpha3,tau1,tau2,tau3,valid
3.022556390977443552e+00,3.493300145325822781e-02,3.102322085145713636e-03,-8.267621516314033192e-01,-9.069015608147266636e-03,1.374424710502414881e-01,-7.811616707652137281e-02,3.552545181578294908e-01,9.725190535757946009e-01,2.562594305016672180e-01,-1.131134601780188487e-01,-1.901204746262177142e-02,3.099467079792013191e-01,5.473757935070895364e-01,-9.545762544835795227e-01,1.280573398534811391e-01,2.704199800293159317e+00,1.086351240314775479e+00,1.740855202028059212e+00,1.000000000000000000e+00
3.037593984962406068e+00,3.473555100632507581e-02,5.165086499619561157e-03,-8.279367226135816438e-01,-1.718683388768314085e-02,1.368228337913415527e-01,-7.810046533443505690e-02,3.536171291436343012e-01,9.721258066209141901e-01,2.609326370437923259e-01,-1.045518288428464310e-01,-3.324524389573578487e-02,3.114479116660424096e-01,5.902093121983132962e-01,-9.368247016862868426e-01,7.150712268806178051e-02,2.710616166668550431e+00,1.088796395862903887e+00,1.733385553593494777e+00,1.000000000000000000e+00
3.052631578947368141e+00,3.441633570581401069e-02,7.214823129552998954e-03,-8.291109984687731194e-01,-2.525847120219987599e-02,1.357102242440096085e-01,-7.807691568047407660e-02,3.521132476010357948e-01,9.715206566917347075e-01,2.656220145691978729e-01,-9.536280417205467153e-02,-4.718722646070537541e-02,3.120972981352332365e-01,6.307158192523228957e-01,-9.159156822812574150e-01,1.489651844652628565e-02,2.716583102001046690e+00,1.091997889958470136e+00,1.725879636395881711e+00,1.000000000000000000e+00
3.067669172932330657e+00,3.397628719301753336e-02,9.244144502014746759e-03,-8.302848612084814395e-01,-3.325242305073617538e-02,1.341084122059261474e-01,-7.804552166564045212e-02,3.507520370111962826e-01,9.707083346622900066e-01,2.703147568503609932e-01,-8.558293202322783677e-02,-6.079158020494632858e-02,3.118959272584191367e-01,6.686952236935708171e-01,-8.919940034492518377e-01,-4.151398209521800498e-02,2.722067265579109385e+00,1.095925184994838819e+00,1.718365681153416702e+00,1.000000000000000000e+00
3.082706766917293173e+00,3.341680857946997124e-02,1.124573597903999467e-02,-8.314581929065084642e-01,-4.113751447551648732e-02,1.320233108899886432e-01,-7.800628802460345124e-02,3.495420891449074752e-01,9.696942527596217332e-01,2.749981029731634052e-01,-7.525166962487946087e-02,-7.401411378248758111e-02,3.108487573203394527e-01,7.039611338353276571e-01,-8.652099465651506005e-01,-9.746728257588713196e-02,2.727037791815168255e+00,1.100545995687070233e+00,1.710871915891968298e+00,1.000000000000000000e+00
3.097744360902255245e+00,3.273976832025745493e-02,1.321238777683670512e-02,-8.326308757167536490e-01,-4.888305542365495304e-02,1.294629466370839088e-01,-7.795922067570017211e-02,3.484913818877131142e-01,9.684844705576400870e-01,2.796593955074584414e-01,-6.441116859960911711e-02,-8.681293198134164280e-02,3.089645804140315755e-01,7.363422485227085756e-01,-8.357180414561916626e-01,-1.527114580152906242e-01,2.731466475210557743e+00,1.105826564481965812e+00,1.703426369696121823e+00,1.000000000000000000e+00
3.112781954887217761e+00,3.194749177166081311e-02,1.513702643938453010e-02,-8.338027918910140279e-01,-5.645899320512646341e-02,1.264374166783190923e-01,-7.790432672093457189e-02,3.476072404801486826e-01,9.670856600132351488e-01,2.842861375070220298e-01,-5.310603809036207323e-02,-9.914849096913977422e-02,3.062559315153683404e-01,7.656836048760367053e-01,-8.036759952624875636e-01,-2.070014671342478019e-01,2.735327930686488163e+00,1.111731913818627682e+00,1.696056677786844435e+00,1.000000000000000000e+00
3.127819548872180277e+00,3.104275048413280419e-02,1.701274558878352813e-02,-8.349738237967836429e-01,-6.383606107585133860e-02,1.229588352361840609e-01,-7.784161444597821611e-02,3.468963024555113961e-01,9.655050697868334808e-01,2.888660479512479284e-01,-4.138309025747250597e-02,-1.109836386057775348e-01,3.027389723799188137e-01,7.918476694688694195e-01,-7.692437768126095810e-01,-2.601007779274056020e-01,2.738599728122546040e+00,1.118226074140620918e+00,1.688789890670240990e+00,1.000000000000000000e+00
3.142857142857142794e+00,3.002874929599610651e-02,1.883283577970137554e-02,-8.361438539350520838e-01,-7.098592200471742775e-02,1.190412683370993957e-01,-7.777109332017011212e-02,3.463644865220816271e-01,9.637504890544077440e-01,2.933871152606255528e-01,-2.929107058753875961e-02,-1.222836421514740673e-01,2.984333517280778891e-01,8.147152629918464894e-01,-7.325828531486970885e-01,-3.117828859179828660e-01,2.741262500467298580e+00,1.125272287318151987e+00,1.681652290034079789e+00,1.000000000000000000e+00
3.157894736842105310e+00,2.890911130713126956e-02,2.059081329146695769e-02,-8.373127649581054710e-01,-7.788130672070381344e-02,1.147006577876059363e-01,-7.769277399651626503e-02,3.460169655990257276e-01,9.618302109834448999e-01,2.978376485423179787e-01,-1.688037558102581381e-02,-1.330162056177685848e-01,2.933620434801297860e-01,8.341863116130078248e-01,-6.938555711037003304e-01,-3.618327065920703411e-01,2.743300025292421118e+00,1.132833185815161681e+00,1.674669213926873068e+00,1.000000000000000000e+00
3.172932330827067382e+00,2.768786082519094846e-02,2.228044769873416264e-02,-8.384804396873251076e-01,-8.449614518070387714e-02,1.099547348423535187e-01,-7.760666831169049651e-02,3.458581441759536190e-01,9.597529960125097404e-01,3.022063262506708980e-01,-4.202760463839463195e-03,-1.431514788763972312e-01,2.875511650636548011e-01,8.501804213494464912e-01,-6.532246736946443200e-01,-4.100478260554537568e-01,2.744699280136329467e+00,1.140870948521798711e+00,1.667864893543265614e+00,1.000000000000000000e+00
3.187969924812029898e+00,2.636940438942098758e-02,2.389578807012971567e-02,-8.396467611309869072e-01,-9.080569064975026194e-02,1.048229241633715919e-01,-7.751278928603355656e-02,3.458916401260183626e-01,9.575280350435271259e-01,3.064822419795931729e-01,8.688960399408477558e-03,-1.526620604657276670e-01,2.810297780348530727e-01,8.626372747118566942e-01,-6.108529385558575386e-01,-4.562395968898833032e-01,2.745450472408990983e+00,1.149347434664128365e+00,1.661262303668215701e+00,1.000000000000000000e+00
3.203007518796992414e+00,2.495850998890383060e-02,2.543118765381249119e-02,-8.408116125020614895e-01,-9.678663564257715402e-02,9.932623873631001021e-02,-7.741115112355401173e-02,3.461202710622242051e-01,9.551649126282706348e-01,3.106549471388291295e-01,2.174121772298348576e-02,-1.615229958254457143e-01,2.738296734278687361e-01,8.715168515921376535e-01,-5.669029236916897085e-01,-5.002340694108073915e-01,2.745547044994512298e+00,1.158224297598932973e+00,1.654883028511125564e+00,1.000000000000000000e+00
3.218045112781954487e+00,2.346028460286653586e-02,2.688132691934726898e-02,-8.419748772360130529e-01,-1.024172190383387110e-01,9.348716646980406719e-02,-7.730176921192727368e-02,3.465460452867992203e-01,9.526735702062296696e-01,3.147144903033982644e-01,3.489999352999888921e-02,-1.697117724564550512e-01,2.659851443683627359e-01,8.767994787735596818e-01,-5.215368044609673959e-01,-5.418727519369562762e-01,2.744985658983937871e+00,1.167463080603367898e+00,1.648747144301910605e+00,1.000000000000000000e+00
3.233082706766917003e+00,2.188015020053756324e-02,2.824123483663302375e-02,-8.431364390085993588e-01,-1.076773237482224616e-01,8.732954925839522820e-02,-7.718466012249652897e-02,3.471701573447072420e-01,9.500642694304044511e-01,3.186514530642474696e-01,4.811112685903019826e-02,-1.772083132528431137e-01,2.575327485575844566e-01,8.784857144998676759e-01,-4.749162848752672694e-01,-5.810131971572762843e-01,2.743766155191017297e+00,1.177025296982092906e+00,1.642873119637634494e+00,1.000000000000000000e+00
3.248120300751879519e+00,2.022381834683118287e-02,2.950630828472254261e-02,-8.442961817536708269e-01,-1.125485643879699516e-01,8.087845533710258383e-02,-7.705984161027222556e-02,3.479929881550498649e-01,9.473475556007748821e-01,3.224569822475222836e-01,6.132061652247630668e-02,-1.839949689940571786e-01,2.485110632508505391e-01,8.765960762251275851e-01,-4.272025659641643935e-01,-6.175294151122986408e-01,2.741891496248350713e+00,1.186872496943223831e+00,1.637277734174202415e+00,1.000000000000000000e+00
3.263157894736842035e+00,1.849726356780275610e-02,3.067232949614596277e-02,-8.454539896809706301e-01,-1.170143644833841895e-01,7.416004579637057448e-02,-7.692733261393214228e-02,3.490141096586047986e-01,9.445342212122422865e-01,3.261228184091411464e-01,7.447491862519964312e-02,-1.900565107254496566e-01,2.389604353211242094e-01,8.711706209683840463e-01,-3.785563540819485429e-01,-6.513121165852568950e-01,2.739367691151622264e+00,1.196966323746576188e+00,1.631976015866606566e+00,1.000000000000000000e+00
3.278195488721804551e+00,1.670669563633257401e-02,3.173548145566618128e-02,-8.466097472939333457e-01,-1.210600228159135622e-01,6.720143615952502147e-02,-7.678715325582120832e-02,3.502322938864148583e-01,9.416352696148742041e-01,3.296413205497676913e-01,8.752123670197677063e-02,-1.953801225002812780e-01,2.289227289174592117e-01,8.622683886289473909e-01,-3.291378925511483367e-01,-6.822687937272334802e-01,2.736203704121268565e+00,1.207268561610704172e+00,1.626981196585873812e+00,1.000000000000000000e+00
3.293233082706766623e+00,1.485853094378709188e-02,3.269236118617083880e-02,-8.477633394074853834e-01,-1.246727685967737309e-01,6.003055395071971168e-02,-7.663932484195205841e-02,3.516455263233444484e-01,9.386618787790022012e-01,3.330054870321310645e-01,1.004078024937392205e-01,-1.999553947119502850e-01,2.184410731037639553e-01,8.499667192072483113e-01,-2.791070009077888381e-01,-7.103236474352347951e-01,2.732411349592306138e+00,1.217741177787398099e+00,1.622304685592867779e+00,1.000000000000000000e+00
3.308270676691729140e+00,1.295936312747662453e-02,3.353999086850169981e-02,-8.489146511658440808e-01,-1.278418052409427408e-01,5.267599319961753512e-02,-7.648386986200444992e-02,3.532510234119818904e-01,9.356253651559995888e-01,3.362089727173378506e-01,1.130841455503148740e-01,-2.037743180163049395e-01,2.075596117013620845e-01,8.343604551613672538e-01,-2.286231071792398928e-01,-7.354173732956692522e-01,2.728005175034432739e+00,1.228346361081915195e+00,1.617956060038058030e+00,1.000000000000000000e+00
3.323308270676691656e+00,1.101593312653328417e-02,3.427582675634383708e-02,-8.500635680603167987e-01,-1.305583425960954169e-01,4.516686683956572940e-02,-7.632081198932567923e-02,3.550452540163133719e-01,9.325371476272170668e-01,3.392461023688388977e-01,1.255013500173895458e-01,-2.068312776346342419e-01,1.963232573655481761e-01,8.155610401622080952e-01,-1.778452600373475745e-01,-7.575068197505759882e-01,2.723002333158307309e+00,1.239046558922350272e+00,1.613943071389924322e+00,1.000000000000000000e+00
3.338345864661653728e+00,9.035098840382622953e-03,3.489776586171435685e-02,-8.512099759471011273e-01,-1.328156175653143478e-01,3.753265795885390305e-02,-7.615017608093012369e-02,3.570239646411597079e-01,9.294087115380929021e-01,3.421118804016378689e-01,1.376122971341404988e-01,-2.091230476414882855e-01,1.847774517088637269e-01,7.936955253418093159e-01,-1.269321092767630166e-01,-7.765645335074077282e-01,2.717422444892073408e+00,1.249804514870900718e+00,1.610271666478607644e+00,1.000000000000000000e+00
3.353383458646616244e+00,7.023804564279770291e-03,3.540415040099235272e-02,-8.523537610650839813e-01,-1.346089031455306173e-01,2.980307085987271218e-02,-7.597198817749999111e-02,3.591822081824522783e-01,9.262515728216751398e-01,3.448019970798332778e-01,1.493718921329325044e-01,-2.106487846805518982e-01,1.729679330495360878e-01,7.689054938236585812e-01,-7.604184482717121774e-02,-7.925782080899822502e-01,2.711287454329097013e+00,1.260583308230410537e+00,1.606946021678384851e+00,1.000000000000000000e+00
3.368421052631578760e+00,4.989050375427410595e-03,3.579377000570956729e-02,-8.534948100536416948e-01,-1.359355059853879222e-01,2.200788286871219190e-02,-7.578627550338429275e-02,3.615143759649637190e-01,9.230772422251947162e-01,3.473128312875077839e-01,1.607372743919950608e-01,-2.114100204182453313e-01,1.609405131196911531e-01,7.413459139303389955e-01,-2.533208637056191120e-02,-8.055500518197312720e-01,2.704621476664390123e+00,1.271346397139717865e+00,1.603968588644246962e+00,1.000000000000000000e+00
3.383458646616541277e+00,2.937861641041853225e-03,3.606586171635409177e-02,-8.546330099704384509e-01,-1.367947526458868079e-01,1.417679781828786421e-02,-7.559306646659984252e-02,3.640142328079680745e-01,9.198971896645389279e-01,3.496414500161844074e-01,1.716680098451233150e-01,-2.114106519398169237e-01,1.487408638218748191e-01,7.111839310416795401e-01,2.504028243965566655e-02,-8.154960914542696004e-01,2.697450639966222141e+00,1.282057666277808261e+00,1.601340149962295900e+00,1.000000000000000000e+00
3.398496240601503793e+00,8.772588163786632478e-04,3.622010779113377099e-02,-8.557682483092264869e-01,-1.371879648241038085e-01,6.339302101575376366e-03,-7.539239065883041047e-02,3.666749548454806273e-01,9.167228087440326689e-01,3.517856047266167963e-01,1.821262647992637762e-01,-2.106569292170526742e-01,1.364143148804648209e-01,6.785976076644808508e-01,7.491933921335165725e-02,-8.224454272251715548e-01,2.689802921479181208e+00,1.292681480016551809e+00,1.599059883068788990e+00,1.000000000000000000e+00
3.413533834586465865e+00,-1.185772303725817801e-03,3.625663137488422533e-02,-8.569004130176458567e-01,-1.371184238738589189e-01,-1.475475841446830146e-03,-7.518427885542772193e-02,3.694891698159641358e-01,9.135653814924218352e-01,3.537437247536603380e-01,1.920769604515737139e-01,-2.091574387303928306e-01,1.240056630030728496e-01,6.437746209119745711e-01,1.241504096365982773e-01,-8.264394541619325407e-01,2.681707979034047895e+00,1.303182741581343507e+00,1.597125430833484794e+00,1.000000000000000000e+00
3.428571428571428381e+00,-3.244309721802655748e-03,3.617599008600789340e-02,-8.580293925150235257e-01,-1.365913250268486756e-01,-9.238901778840491116e-03,-7.496876301541023635e-02,3.724489995268251974e-01,9.104360433799207897e-01,3.555149079305470750e-01,2.014879075334583547e-01,-2.069230823106888439e-01,1.115589929507828232e-01,6.069109263075663785e-01,1.725804161067815978e-01,-8.275310634250999664e-01,2.673196978053974160e+00,1.313526958503990372e+00,1.595532977283461884e+00,1.000000000000000000e+00
3.443609022556390897e+00,-5.291523611751217625e-03,3.597916759139364873e-02,-8.591550757101725777e-01,-1.356137217829607444e-01,-1.692296690438513385e-02,-7.474587628146404927e-02,3.755461041913612519e-01,9.073457486951683748e-01,3.570989086134184198e-01,2.103299206412750921e-01,-2.039670502760534965e-01,9.911751071961101556e-02,5.682093966298757959e-01,2.200582866397759185e-01,-8.257838359544243945e-01,2.664302414597631063e+00,1.323680314388700374e+00,1.594277327057944005e+00,1.000000000000000000e+00
3.458646616541352969e+00,-7.320703785968401059e-03,3.566756325061504890e-02,-8.602773520191926426e-01,-1.341944609987164583e-01,-2.450041328877498523e-02,-7.451565297994273973e-02,3.787717283302169946e-01,9.043052363746433286e-01,3.584961232886487714e-01,2.185769119433793040e-01,-2.003047879756580385e-01,8.672338886192813845e-02,5.278784444154971389e-01,2.664354208203081331e-01,-8.212712391398641065e-01,2.655057934869720526e+00,1.333609746764478299e+00,1.593351987325086982e+00,1.000000000000000000e+00
3.473684210526315486e+00,-9.325286120050129898e-03,3.524297992126190077e-02,-8.613961113832684369e-01,-1.323441092576808642e-01,-3.194485289010495777e-02,-7.427812862086691226e-02,3.821167479256830646e-01,9.013249963899747641e-01,3.597075739447817000e-01,2.262059640823425588e-01,-1.959539549130367708e-01,7.441762382818671584e-02,4.861306367254905614e-01,3.115662080305366954e-01,-8.140758355076364028e-01,2.645498151655907293e+00,1.343283030570338932e+00,1.592749251051021941e+00,1.000000000000000000e+00
3.488721804511278002e+00,-1.129887780867034133e-02,3.470761002695985781e-02,-8.625112442864701912e-01,-1.300748711558456505e-01,-3.923087950845585703e-02,-7.403333989792493242e-02,3.855717185154405868e-01,8.984152368104698638e-01,3.607348893881630048e-01,2.331973822208377733e-01,-1.909343757040628808e-01,6.223990508726220255e-02,4.431813108432756665e-01,3.553085918240315721e-01,-8.042885106442745347e-01,2.635658458198669951e+00,1.352668866617110943e+00,1.592460280682345575e+00,1.000000000000000000e+00
3.503759398496240518e+00,-1.323528133608995079e-02,3.406401999841775219e-02,-8.636226417735521910e-01,-1.274005001781339519e-01,-4.633417313190862918e-02,-7.378132468847214964e-02,3.891269239125487722e-01,8.955858516685974990e-01,3.615802846769544665e-01,2.395347253107118490e-01,-1.852679822265996534e-01,5.022849568850910884e-02,3.992471996859591199e-01,3.975246731311802284e-01,-7.920077258182294244e-01,2.625574840117760544e+00,1.361736974194379224e+00,1.592475191478789354e+00,1.000000000000000000e+00
3.518796992481203034e+00,-1.512851705520482266e-02,3.331513320566397568e-02,-8.647301954677528713e-01,-1.243362028790790108e-01,-5.323159618675880889e-02,-7.352212205353149399e-02,3.927724252406727956e-01,8.928463897650118497e-01,3.622465388426103772e-01,2.452048167978591875e-01,-1.789787464369596293e-01,3.842012385964610477e-02,3.545450758483714160e-01,4.380813440044469265e-01,-7.773387990553267679e-01,2.615283686087080284e+00,1.370458186845342041e+00,1.592783133906373605e+00,1.000000000000000000e+00
3.533834586466165106e+00,-1.697284428000024256e-02,3.246421150645334430e-02,-8.658337975885943560e-01,-1.208985371112003548e-01,-5.990128127238061179e-02,-7.325577223779326796e-02,3.964981099777729057e-01,8.902060245565621699e-01,3.627369710614187781e-01,2.501977351106627889e-01,-1.720926034595487153e-01,2.684988519060471993e-02,3.092904233257466329e-01,4.768509428473212686e-01,-7.603932168253203505e-01,2.604821598100475200e+00,1.378804550217656910e+00,1.593372374667637148e+00,1.000000000000000000e+00
3.548872180451127623e+00,-1.876278080764581802e-02,3.151483554161682576e-02,-8.669333409696819981e-01,-1.171053050685670338e-01,-6.632271003048559321e-02,-7.298231666961500774e-02,4.002937407076974097e-01,8.876735252756766670e-01,3.630554154317717774e-01,2.545067844166785664e-01,-1.646373646971906746e-01,1.555115493256896929e-02,2.636961460479873010e-01,5.137119215271630512e-01,-7.412879770463166595e-01,2.594225202284910381e+00,1.386749420815167166e+00,1.594230376098884516e+00,1.000000000000000000e+00
3.563909774436090139e+00,-2.049312079814879714e-02,3.047088391286465955e-02,-8.680287190765033634e-01,-1.129754419304297292e-01,-7.247678286882276721e-02,-7.270179796102159420e-02,4.041490032874897054e-01,8.852572294321348068e-01,3.632061945057234453e-01,2.581284462700008109e-01,-1.566426208572279100e-01,4.555509941091273607e-03,2.179713223689253021e-01,5.485495144494697550e-01,-7.201449628389068325e-01,2.583530961341319543e+00,1.394267564423894878e+00,1.595343873801358558e+00,1.000000000000000000e+00
3.578947368421052211e+00,-2.215895095137683860e-02,2.933651138223097518e-02,-8.691198260242282148e-01,-1.085289009006593780e-01,-7.834587933000815296e-02,-7.241425990770555821e-02,4.080535541485805773e-01,8.829650168487113149e-01,3.631940917164087068e-01,2.610623129089770234e-01,-1.481396349393120093e-01,-6.107340190405512702e-03,1.723200145589922350e-01,5.812563995632110680e-01,-6.970903453843204645e-01,2.572774989803346735e+00,1.401335252964054590e+00,1.596698952490842593e+00,1.000000000000000000e+00
3.593984962406014727e+00,-2.375566493326180736e-02,2.811612623497009716e-02,-8.702065565955078297e-01,-1.037865354431522225e-01,-8.391390896652342613e-02,-7.211974748902645616e-02,4.119970664624905687e-01,8.808042853803845773e-01,3.630243228363099206e-01,2.633110030988426442e-01,-1.391612253816427447e-01,-1.640961322836181902e-02,1.269401421274391761e-01,6.117333413691076194e-01,-6.722540133826601094e-01,2.561992873395372960e+00,1.407930358527265335e+00,1.598281120145395029e+00,1.000000000000000000e+00
3.609022556390977243e+00,-2.527897601503354200e-02,2.681436694927246192e-02,-8.712888062582750948e-01,-9.876997951144297905e-02,-8.916635265248804010e-02,-7.181830686801134178e-02,4.159692749161196801e-01,8.787819284626534611e-01,3.627025065953275451e-01,2.648800615443887563e-01,-1.297416397101657792e-01,-2.632550600642551489e-02,8.202242742625542871e-02,6.398898062949058829e-01,-6.457690259656795329e-01,2.551219493836450969e+00,1.414032443391179283e+00,1.600075380603761088e+00,1.000000000000000000e+00
3.624060150375939759e+00,-2.672492790126713980e-02,2.543607831670997507e-02,-8.723664711835428243e-01,-9.350152656279643593e-02,-9.409029433083661298e-02,-7.150998539135461352e-02,4.199600188580197013e-01,8.769043146283213019e-01,3.622346345823013181e-01,2.657778430214368104e-01,-1.199164191772845306e-01,-3.583123806943502854e-02,3.774942145477828970e-02,6.656445412744046441e-01,-6.177710855047081617e-01,2.540488860471954435e+00,1.419622844860484401e+00,1.602066304815733089e+00,1.000000000000000000e+00
3.639097744360902276e+00,-2.808990373433623705e-02,2.398628715682287263e-02,-8.734394482632044099e-01,-8.800400813312581061e-02,-9.867444326074475969e-02,-7.119483158941793122e-02,4.239592835952565864e-01,8.751772691237231783e-01,3.616270405491177620e-01,2.660153824903971342e-01,-1.097222550101835392e-01,-4.490508752536424147e-02,-5.705382915233162856e-03,6.889261069895539213e-01,-5.883980265513029106e-01,2.529833950115853103e+00,1.424684753858958208e+00,1.604238100972070091e+00,1.000000000000000000e+00
3.654135338345864348e+00,-2.937063327437433938e-02,2.247017776782523485e-02,-8.745076351278325832e-01,-8.230067272973301540e-02,-1.029091468937065185e-01,-7.087289517623067414e-02,4.279572396401696288e-01,8.736060577451425502e-01,3.608863692329045136e-01,2.656062525578207767e-01,-9.919683701218531824e-02,-5.352741931909814344e-02,-4.817834393585578023e-02,7.096733579913644396e-01,-5.577893171508363501e-01,2.519286556451931780e+00,1.429203286289262964e+00,1.606574683745906063e+00,1.000000000000000000e+00
3.669172932330826864e+00,-3.056419826507385598e-02,2.089306725299374876e-02,-8.755709301644793996e-01,-7.641506577414396151e-02,-1.067863945674714793e-01,-7.054422704948919154e-02,4.319442797276531465e-01,8.721953730040947761e-01,3.600195448090097727e-01,2.645664097404465953e-01,-8.837869537134566966e-02,-6.168070608629152435e-02,-8.951636485180690384e-02,7.278358627784964341e-01,-5.260855689605656860e-01,2.508877150272090795e+00,1.433165546281458980e+00,1.609059742861528086e+00,1.000000000000000000e+00
3.684210526315789380e+00,-3.166803600643160188e-02,1.926038085903915287e-02,-8.766292325344757774e-01,-7.037091129788015931e-02,-1.102998122643599199e-01,-7.020887929055712184e-02,4.359110534459453845e-01,8.709493227166023033e-01,3.590337390854756450e-01,2.629140310585182938e-01,-7.730703662786947428e-02,-6.934954169385211531e-02,-1.295774844365021883e-01,7.433742578508606424e-01,-4.934280529543931260e-01,2.498634751724873038e+00,1.436560680562902537e+00,1.611676811173418766e+00,1.000000000000000000e+00
3.699248120300751452e+00,-3.267994116587721182e-02,1.757762745863672080e-02,-8.776824421912299279e-01,-6.419199606004889758e-02,-1.134446487341342763e-01,-6.986690516446592003e-02,4.398484993473363858e-01,8.698714210966169702e-01,3.579363395484804755e-01,2.606693425393488139e-01,-6.602157483447784747e-02,-7.652064752852880125e-02,-1.682313612391006241e-01,7.562605307549977729e-01,-4.599582179943337290e-01,2.488586815610977609e+00,1.439379923299641595e+00,1.614409332389653118e+00,1.000000000000000000e+00
3.714285714285713969e+00,-3.359806586899832803e-02,1.585037530439885323e-02,-8.787304598980290038e-01,-5.790205671770864981e-02,-1.162177533311754968e-01,-6.951835911991403882e-02,4.437478744292828736e-01,8.689645824176430722e-01,3.567349173675617990e-01,2.578544412468160574e-01,-5.456235901117797993e-02,-8.318287155834325208e-02,-2.053596499114138385e-01,7.664782281591329127e-01,-4.258172101535478427e-01,2.478759130598726657e+00,1.441616630876897398e+00,1.617240728513828829e+00,1.000000000000000000e+00
3.729323308270676485e+00,-3.442091812025155351e-02,1.408422817597709126e-02,-8.797731872458360858e-01,-5.152467063854093698e-02,-1.186175459609342675e-01,-6.916329678926740054e-02,4.476007809007906957e-01,8.682311172897039242e-01,3.554371954692938651e-01,2.544931124668250444e-01,-4.296959804773684000e-02,-8.932718016472582234e-02,-2.408562693536034915e-01,7.740225860291513049e-01,-3.911453913691165796e-01,2.469175733046277799e+00,1.443266306202758198e+00,1.620154467010706867e+00,1.000000000000000000e+00
3.744360902255639001e+00,-3.514735861258997535e-02,1.228480203571642899e-02,-8.808105266710919423e-01,-4.508315090078634374e-02,-1.206439795713161178e-01,-6.880177498855936935e-02,4.513991901734857315e-01,8.676727315811021413e-01,3.540510167882540138e-01,2.506106436722715380e-01,-3.128348424338378564e-02,-9.494664272733932542e-02,-2.746275637958432991e-01,7.789005799931960627e-01,-3.560818567487721298e-01,2.459858835914627839e+00,1.444326612231386475e+00,1.623134127626764345e+00,1.000000000000000000e+00
3.759398496240601517e+00,-3.577659599277388525e-02,1.045770230147142869e-02,-8.818423814735130151e-01,-3.860044597835277785e-02,-1.222984956605560058e-01,-6.843385171749050144e-02,4.551354640409694952e-01,8.672905279963876168e-01,3.525843128044341412e-01,2.462336368639424788e-01,-1.954401669455783919e-02,-1.000364089391250627e-01,-3.065923592834944866e-01,7.811308949680882963e-01,-3.207639506277219499e-01,2.450828773042910580e+00,1.444797374508171695e+00,1.626163468720997374e+00,1.000000000000000000e+00
3.774436090225563589e+00,-3.630818065625820296e-02,8.608501837848907615e-03,-8.828686558338915136e-01,-3.209904455977101445e-02,-1.235839733042139871e-01,-6.805958615942886425e-02,4.588023730337713602e-01,8.670850103036542578e-01,3.510450724765328268e-01,2.413898208366777876e-01,-7.790825748103108461e-03,-1.045936788364436737e-01,-3.366819193230173868e-01,7.807438140599853860e-01,-2.853267822399398468e-01,2.442103958841058908e+00,1.444680572638201044e+00,1.629226492886916677e+00,1.000000000000000000e+00
3.789473684210526105e+00,-3.674199715191064919e-02,6.742719759395686407e-03,-8.838892548318948439e-01,-2.560088589894336450e-02,-1.245046722299983644e-01,-6.767903868140974499e-02,4.623931119600150907e-01,8.670560901860451253e-01,3.494413116807018049e-01,2.361078648542277447e-01,3.937000269652075370e-03,-1.086176655478449937e-01,-3.648398046420504581e-01,7.777810276347459917e-01,-2.499027426064824864e-01,2.433700863241330836e+00,1.443980320670463557e+00,1.632307511576736925e+00,1.000000000000000000e+00
3.804511278195488622e+00,-3.707825528241492224e-02,4.865801131121048374e-03,-8.849040844638651482e-01,-1.912727604370257489e-02,-1.250661704902695792e-01,-6.729227083413591437e-02,4.659013126636271096e-01,8.672030966742392266e-01,3.477810432640162652e-01,2.304171951331573931e-01,1.560108485745333347e-02,-1.121095507945334274e-01,-3.910216430922378028e-01,7.722953642730524537e-01,-2.146210249270713299e-01,2.425634001545235119e+00,1.442702836473493733e+00,1.635391208376021810e+00,1.000000000000000000e+00
3.819548872180450694e+00,-3.731747999101915625e-02,2.983097643355338280e-03,-8.859130516606188444e-01,-1.269881023571192875e-02,-1.252752972982276169e-01,-6.689934535197746002e-02,4.693210540522549934e-01,8.675247880990424321e-01,3.460722478211835096e-01,2.243478154379199285e-01,2.716392851846551049e-02,-1.150724332148245349e-01,-4.151948166532272722e-01,7.643504460728287597e-01,-1.796071513662963470e-01,2.417915938611651328e+00,1.440856400253175185e+00,1.638462700524172533e+00,1.000000000000000000e+00
3.834586466165413210e+00,-3.746050012930841194e-02,1.099849329343264648e-03,-8.869160643052464987e-01,-6.335301722558632498e-03,-1.251400616050631076e-01,-6.650032615297167549e-02,4.726468694658079173e-01,8.680193664860809122e-01,3.443228453015718671e-01,2.179301329781732077e-01,3.858906819798936516e-02,-1.175112696326174877e-01,-4.373380732650813396e-01,7.540202714436636811e-01,-1.449825096384277090e-01,2.410557306659587340e+00,1.438451302432432577e+00,1.641507598234571041e+00,1.000000000000000000e+00
3.849624060150375726e+00,-3.750843620390766769e-02,-7.788326147667425309e-04,-8.879130312509109224e-01,-5.571717049087125326e-05,-1.246695770018349664e-01,-6.609527833882360148e-02,4.758737514735642549e-01,8.686844942981784001e-01,3.425406675514048871e-01,2.111947906780677620e-01,4.984122991526759167e-02,-1.194328094445517158e-01,-4.574410718107703167e-01,7.413887291483726161e-01,-1.108639031961910076e-01,2.403566835808996771e+00,1.435499781175471723e+00,1.644512061339953757e+00,1.000000000000000000e+00
