t,x,y,z,vx,vy,vz,phi1,phi2,phi3,omega1,omega2,omega3,alpha1,alpha2,alpha3,tau1,tau2,tau3,valid
1.473684210526315708e+00,9.966511288714254707e-03,2.934304090430096476e-02,-7.247360021240898398e-01,-6.274426399881903593e-02,2.312429756100799552e-02,-4.291445216801324097e-02,2.450073371405534495e-01,8.911655293809523926e-01,2.072231898154877072e-01,7.022333648836487363e-02,-1.179037181278702190e-01,1.206937561053885305e-01,3.345133563888248451e-01,-1.815413999654470201e-01,-1.300871543099421934e-01,2.818691368965312805e+00,1.374014248483198974e+00,1.801604240391275757e+00,1.000000000000000000e+00
1.488721804511278002e+00,9.010548872403548876e-03,2.967771813611966986e-02,-7.253857688067837373e-01,-6.439250559036539812e-02,2.136902485186394432e-02,-4.350421423285884964e-02,2.461014715868872216e-01,8.893722143135294189e-01,2.090228677758112497e-01,7.531722929965835311e-02,-1.205925325374312407e-01,1.186258811678078118e-01,3.427573341714501010e-01,-1.756898971396456399e-01,-1.450561537491772135e-01,2.818910895636314251e+00,1.377243364354729938e+00,1.799308209028871230e+00,1.000000000000000000e+00
1.503759398496240518e+00,8.030097910537714601e-03,2.998515233117042891e-02,-7.260443901512325660e-01,-6.600017506204698681e-02,1.950084319382051901e-02,-4.409210235499569364e-02,2.472731221361685883e-01,8.875391560172154470e-01,2.107897483548057949e-01,8.053182774164156787e-02,-1.231876248087618170e-01,1.163311650151877125e-01,3.505420818139738381e-01,-1.690634190484196775e-01,-1.602398805797809744e-01,2.819013644993748624e+00,1.380627059470347362e+00,1.796985762163139988e+00,1.000000000000000000e+00
1.518796992481203034e+00,7.025817134396447269e-03,3.026364053094406786e-02,-7.267118370863880905e-01,-6.756076878029070032e-02,1.751913139538242500e-02,-4.467799816768772830e-02,2.485240501045886674e-01,8.856678524546719444e-01,2.125203973966085513e-01,8.585984830158245595e-02,-1.256771466441506668e-01,1.138066366390925593e-01,3.578168377130054312e-01,-1.616366455654796586e-01,-1.756027074539497357e-01,2.818990525702368632e+00,1.384166029941481968e+00,1.794641588672284849e+00,1.000000000000000000e+00
1.533834586466165328e+00,5.998464693750677791e-03,3.051147294609259444e-02,-7.273880787701506589e-01,-6.906756992404698703e-02,1.542360590718017122e-02,-4.526178448786636471e-02,2.498559015019767848e-01,8.837599825812620935e-01,2.142113401959839791e-01,9.129323639466428719e-02,-1.280488773069717312e-01,1.110498805804824574e-01,3.645299052175216548e-01,-1.533854536985560513e-01,-1.911063759919021943e-01,2.818832301413987107e+00,1.387860558990090087e+00,1.792280679900144946e+00,1.000000000000000000e+00
1.548872180451127623e+00,4.948901258563001213e-03,3.072693820310624241e-02,-7.280730826071691864e-01,-7.051366264564909447e-02,1.321434332117499971e-02,-4.584334531613026842e-02,2.512701953379563591e-01,8.818174118035111420e-01,2.158590701498561693e-01,9.682315372165821443e-02,-1.302902429959869046e-01,1.080590764588850172e-01,3.706288502701779453e-01,-1.442871054304141476e-01,-2.067100073789105430e-01,2.818529624875663941e+00,1.391710489055505429e+00,1.789908323486502972e+00,1.000000000000000000e+00
1.563909774436090139e+00,3.878092893534944036e-03,3.090832892787852976e-02,-7.287668142666403615e-01,-7.189194812970042814e-02,1.089180265489383265e-02,-4.642256583674555376e-02,2.527683117610060037e-01,8.798421971245726780e-01,2.174600580016310403e-01,1.024399687336170067e-01,-1.323883391244277952e-01,1.048330382532971783e-01,3.760607169693796492e-01,-1.343204462524605902e-01,-2.223701249829194149e-01,2.818073075366775093e+00,1.395715193138358456e+00,1.787530095443947697e+00,1.000000000000000000e+00
1.578947368421052655e+00,2.787113676601978788e-03,3.105394766188283515e-02,-7.294692377001080752e-01,-7.319516259611748288e-02,8.456847280459922622e-03,-4.699933241764565200e-02,2.543514800791850661e-01,8.778365919318265043e-01,2.190107616731920004e-01,1.081332504726170846e-01,-1.343299556652338689e-01,1.013712531511279935e-01,3.807722609230429489e-01,-1.234661144238508867e-01,-2.380406893626052234e-01,2.817453199497159222e+00,1.399873545398226948e+00,1.785151850460710454e+00,1.000000000000000000e+00
1.593984962406014949e+00,1.677148031849103917e-03,3.116211310451325392e-02,-7.301803151592634045e-01,-7.441589728454067743e-02,5.910766350012670346e-03,-4.757353261043135301e-02,2.560207667152916144e-01,8.758030503792761934e-01,2.205076366766602902e-01,1.138917660546107796e-01,-1.361016057236413557e-01,9.767391977622634502e-02,3.847102001231139101e-01,-1.117067608914721344e-01,-2.536731459981874659e-01,2.816660555375523511e+00,1.404183891031860920e+00,1.782779710419290842e+00,1.000000000000000000e+00
1.609022556390977243e+00,5.494927468338184785e-04,3.123116667285192119e-02,-7.309000072137435966e-01,-7.554662044744654692e-02,3.255295561367018038e-03,-4.814505515037083988e-02,2.577770631531892676e-01,8.737442313150278750e-01,2.219471470951388525e-01,1.197034820552670409e-01,-1.376895574965563140e-01,9.374198560231038202e-02,3.878214829168505351e-01,-9.902727969260267937e-02,-2.692164860440671714e-01,2.815685760131400706e+00,1.408644015470945865e+00,1.780420051130752634e+00,1.000000000000000000e+00
1.624060150375939759e+00,-5.944413560280849664e-04,3.125947936772194291e-02,-7.316282727689318310e-01,-7.657970136845419773e-02,4.926371005414232566e-04,-4.871378995639960574e-02,2.596210739359166020e-01,8.716630017017159560e-01,2.233257771186947238e-01,1.255555700521100437e-01,-1.390798697745466994e-01,8.957718335384838582e-02,3.900535724865367149e-01,-8.541504853165304834e-02,-2.846173203746306113e-01,2.814519540745035187e+00,1.413251112952807365e+00,1.778079487294179195e+00,1.000000000000000000e+00
1.639097744360902276e+00,-1.753128124518343184e-03,3.124545893237788696e-02,-7.323650690837567589e-01,-7.750743641052633415e-02,-2.374521408810776127e-03,-4.927962813112055779e-02,2.615533047799152300e-01,8.695624394754961628e-01,2.246400431188497748e-01,1.314344165661404107e-01,-1.402584311366060488e-01,8.518206619254699297e-02,3.913547470737510636e-01,-7.086017907468586396e-02,-2.998199671737004079e-01,2.813152788107657898e+00,1.418001754534104375e+00,1.775764855699611289e+00,1.000000000000000000e+00
1.654135338345864570e+00,-2.924925188594904978e-03,3.118755728758499865e-02,-7.331103517884919318e-01,-7.832207708604030372e-02,-5.342989124901963149e-03,-4.984246196080390628e-02,2.635740508732880016e-01,8.674458357869800906e-01,2.258865062417818592e-01,1.373256376332754880e-01,-1.412110029798004096e-01,8.056004148396266051e-02,3.916744149978324541e-01,-5.535577634012595061e-02,-3.147665533048074615e-01,2.811576614199453594e+00,1.422891855636729375e+00,1.773483196700790909e+00,1.000000000000000000e+00
1.669172932330826864e+00,-4.108073509552076161e-03,3.108427822415470165e-02,-7.338640749025551191e-01,-7.901586012707768891e-02,-8.409055557113553556e-03,-5.040218491538726170e-02,2.656833854293418895e-01,8.653166965654319753e-01,2.270617854973009386e-01,1.432140982202104729e-01,-1.419232665152564410e-01,7.571540293525962084e-02,3.909634433212234028e-01,-3.889820638144238230e-02,-3.293971296948462468e-01,2.809782412234276716e+00,1.427916643236678551e+00,1.771241733990843281e+00,1.000000000000000000e+00
1.684210526315789380e+00,-5.300697396187751924e-03,3.093418533125275385e-02,-7.346261908523082917e-01,-7.958103951979196566e-02,-1.156847567007338907e-02,-5.095869164847560001e-02,2.678811485697663031e-01,8.631787433457054348e-01,2.281625713175299275e-01,1.490839366805303268e-01,-1.423808738484152181e-01,7.065336089163645750e-02,3.891744988074050116e-01,-2.148737125773662535e-02,-3.436498009679138099e-01,2.807761919578679599e+00,1.433070622830638019e+00,1.769047852719729752e+00,1.000000000000000000e+00
1.699248120300751896e+00,-6.500805017145477004e-03,3.073591013598980445e-02,-7.353966504888567179e-01,-8.000992045141185061e-02,-1.481645671053363061e-02,-5.151187799734118639e-02,2.701669366145686979e-01,8.610359132956855177e-01,2.291856395559768167e-01,1.549185944249445446e-01,-1.425695032448124344e-01,6.538007057532228827e-02,3.862623996014852290e-01,-3.126990072325364078e-03,-3.574608695791648971e-01,2.805507283208398928e+00,1.438347545341490008e+00,1.766909075996594414e+00,1.000000000000000000e+00
1.714285714285714191e+00,-7.706289437705969407e-03,3.048816042696134154e-02,-7.361754031058487246e-01,-8.029489510239024019e-02,-1.814764694698373787e-02,-5.206164098292376946e-02,2.725400918583367194e-01,8.588923583806797879e-01,2.301278658944019284e-01,1.607008509542592056e-01,-1.424749186626204922e-01,5.990265804715029507e-02,3.821844758405934517e-01,1.617511537170021954e-02,-3.707649947206361207e-01,2.803011127418177928e+00,1.443740374152626016e+00,1.764833039823067606e+00,1.000000000000000000e+00
1.729323308270676485e+00,-8.914930208162780145e-03,3.018972873154096570e-02,-7.369623964572749042e-01,-8.042848019948242722e-02,-2.155612651258895923e-02,-5.260787880983036624e-02,2.749996929143998514e-01,8.567524436001288102e-01,2.309862406215623665e-01,1.664128643750374947e-01,-1.420830336095733337e-01,5.422924366643105953e-02,3.769009371728114233e-01,3.640673199438706348e-02,-3.834953663006794300e-01,2.800266623451060255e+00,1.449241252491829224e+00,1.762827466505127338e+00,1.000000000000000000e+00
1.744360902255639001e+00,-1.012439552952087811e-02,2.983950091386860029e-02,-7.377575767752678759e-01,-8.040335622822626649e-02,-2.503540054135000928e-02,-5.315049086633535230e-02,2.775445457100453872e-01,8.546207442313313862e-01,2.317578837444962403e-01,1.720362174857723303e-01,-1.413799793545186256e-01,4.836896282006219322e-02,3.703752449318165607e-01,5.755096589129505419e-02,-3.955838943349061498e-01,2.797267560661496955e+00,1.454841471418333976e+00,1.760900136591311727e+00,1.000000000000000000e+00
1.759398496240601517e+00,-1.133224502059696978e-02,2.943646485763364365e-02,-7.385608887879019369e-01,-8.021240818549292551e-02,-2.857839478523846802e-02,-5.368937772438050343e-02,2.801731752169960288e-01,8.525020420146818267e-01,2.324400603895213635e-01,1.775519694857689013e-01,-1.403521774925418908e-01,4.233198368643379533e-02,3.625744864827977754e-01,7.958595403091792142e-02,-4.069614141275186836e-01,2.794008418773302971e+00,1.460531438701134110e+00,1.759058859384086126e+00,1.000000000000000000e+00
1.774436090225563811e+00,-1.253593310866934867e-02,2.897971919495570536e-02,-7.393722757369920462e-01,-7.984876773459266552e-02,-3.217745389638492631e-02,-5.422444113957494705e-02,2.828838180018453663e-01,8.504013202151710082e-01,2.330301964465659736e-01,1.829407133198414359e-01,-1.389864168272729739e-01,3.612952179367065475e-02,3.534697490272498133e-01,1.024845796829922939e-01,-4.175579076651423360e-01,2.790484440739497973e+00,1.466300648912530757e+00,1.757311442069072971e+00,1.000000000000000000e+00
1.789473684210526105e+00,-1.373281306361925913e-02,2.846848203993486079e-02,-7.401916793958940310e-01,-7.930585660697893335e-02,-3.582434255310307236e-02,-5.475558405119512750e-02,2.856744156810400170e-01,8.483237574957547267e-01,2.335258944067746256e-01,1.881826386294455089e-01,-1.372699344945571831e-01,2.977385112507622417e-02,3.430364899334776840e-01,1.262141943359343377e-01,-4.273027416874171647e-01,2.786691705657049045e+00,1.472137655097722542e+00,1.755665657504060118e+00,1.000000000000000000e+00
1.804511278195488622e+00,-1.492014169302042538e-02,2.790209968280551664e-02,-7.410190400873032379e-01,-7.857743107602666033e-02,-3.951024960154493615e-02,-5.528271058218495182e-02,2.885426093642076140e-01,8.462747205396361494e-01,2.339249493395572088e-01,1.932576002351339972e-01,-1.351905012081471291e-01,2.327831151735735779e-02,3.312549004512830852e-01,1.507363491329640759e-01,-4.361249229363530211e-01,2.782627201136643968e+00,1.478030042418721823e+00,1.754129210706440789e+00,1.000000000000000000e+00
1.819548872180451138e+00,-1.609508471286978312e-02,2.728005519810803789e-02,-7.418542967010550715e-01,-7.765762730981201623e-02,-4.322579537603987027e-02,-5.580572603915553986e-02,2.914857351681412467e-01,8.442597553606954186e-01,2.342253649513872382e-01,1.981451920264766520e-01,-1.327365104604830426e-01,1.665731208939633806e-02,3.181102594786462401e-01,1.760065391217386921e-01,-4.439533711153663686e-01,2.778288894476920845e+00,1.483964404208307553e+00,1.752709704074391528e+00,1.000000000000000000e+00
1.834586466165413432e+00,-1.725472280561045693e-02,2.660197691791734223e-02,-7.426973867119235351e-01,-7.654100739145107413e-02,-4.696104235062020793e-02,-5.632453691238553661e-02,2.945008208815007578e-01,8.422845772441371892e-01,2.344253696646152463e-01,2.028248260841158390e-01,-1.298970714601249132e-01,9.926330431180926603e-03,3.035932738804387743e-01,2.019739638678923199e-01,-4.507172101044478185e-01,2.773675801945326036e+00,1.489926320906941326e+00,1.751414601374252422e+00,1.000000000000000000e+00
1.849624060150375726e+00,-1.839605837378249439e-02,2.586764671896521831e-02,-7.435482461974213253e-01,-7.522260577751778421e-02,-5.070550926183597235e-02,-5.683905087582077909e-02,2.975845838572630520e-01,8.403550592631727767e-01,2.345234326504748168e-01,2.072758168048356442e-01,-1.266621055321254241e-01,3.101907274225076342e-03,2.877004017214740417e-01,2.285813082232856785e-01,-4.563460779747353091e-01,2.768788055425454697e+00,1.495900342391573989e+00,1.750251190524567457e+00,1.000000000000000000e+00
1.864661654135338242e+00,-1.951602299405333016e-02,2.507700807049162081e-02,-7.444068098555991497e-01,-7.369797594754773362e-02,-5.444818882868986132e-02,-5.734917678707456695e-02,3.007334302060700182e-01,8.384772193220846326e-01,2.345182797461742297e-01,2.114774697449120500e-01,-1.230224456488982765e-01,-3.798363643247203679e-03,2.704341546737882851e-01,2.557645472608336967e-01,-4.607704563183591673e-01,2.763626965654578882e+00,1.501869974239933958e+00,1.749226545206853833e+00,1.000000000000000000e+00
1.879699248120300759e+00,-2.061148557253849808e-02,2.423017378788657264e-02,-7.452730110228452665e-01,-7.196323698080465958e-02,-5.817756917936604821e-02,-5.785482468742756540e-02,3.039434553589472898e-01,8.366572056814689518e-01,2.344089091816194959e-01,2.154091748401376072e-01,-1.189699386972130762e-01,-1.075585081053770722e-02,2.518033757983366150e-01,2.834527795842958775e-01,-4.639220193523281299e-01,2.758195081246843650e+00,1.507817668506360231e+00,1.748347485334777129e+00,1.000000000000000000e+00
1.894736842105263053e+00,-2.167926119823461450e-02,2.332743343566890185e-02,-7.461467816916851348e-01,-7.001511978054981988e-02,-6.188165907639227303e-02,-5.835590580182779125e-02,3.072104460622657740e-01,8.349012809279017233e-01,2.341946070368279287e-01,2.190505036035086395e-01,-1.144975500223029130e-01,-1.775090557865556876e-02,2.318234888907958202e-01,3.115680933883152037e-01,-4.657340031624626064e-01,2.752496242678750704e+00,1.513724819614904904e+00,1.747620536417821668e+00,1.000000000000000000e+00
1.909774436090225347e+00,-2.271612068706665641e-02,2.236926032211671370e-02,-7.470280525285805107e-01,-6.785101265118685665e-02,-6.554801701198685604e-02,-5.885233253889057131e-02,3.105298838614074519e-01,8.332158043576356476e-01,2.338749623465412597e-01,2.223813098443720160e-01,-1.095994697231284787e-01,-2.476288849963422314e-02,2.105167156252179539e-01,3.400254697773802959e-01,-4.661415953194968931e-01,2.746535630405485762e+00,1.519571766001989621e+00,1.747051887863186881e+00,1.000000000000000000e+00
1.924812030075187863e+00,-2.371880080451709352e-02,2.135631802694671136e-02,-7.479167528917294305e-01,-6.546900592006386910e-02,-6.916378422364387324e-02,-5.934401849089860487e-02,3.138969501223085601e-01,8.316072127523970181e-01,2.334498817639398816e-01,2.253818333967482768e-01,-1.042712201041862130e-01,-3.177020167849006066e-02,1.879122568343056243e-01,3.687327279463282759e-01,-4.650823449187893033e-01,2.740319806280856252e+00,1.525337798163262759e+00,1.746647350271296029e+00,1.000000000000000000e+00
1.939849624060150379e+00,-2.468401515007599342e-02,2.028946640286144118e-02,-7.488128108488654178e-01,-6.286793528359396754e-02,-7.271572165656062237e-02,-5.983087843380199833e-02,3.173065326319344237e-01,8.300819995347774594e-01,2.329196036907266176e-01,2.280328062905165876e-01,-9.850976361947942628e-02,-3.875032744456032019e-02,1.640464344353998738e-01,3.975905168770177966e-01,-4.624965928639792057e-01,2.733856747471404613e+00,1.531001173777484903e+00,1.746412311796221584e+00,1.000000000000000000e+00
1.954887218045112673e+00,-2.560846568185459055e-02,1.916976699156866873e-02,-7.497161531950571334e-01,-6.004742354689956291e-02,-7.619025087440546573e-02,-6.031282832721820281e-02,3.207532338098464386e-01,8.286466923012771879e-01,2.322847117762769642e-01,2.303155607481888745e-01,-9.231361057405033932e-02,-4.567987364432402053e-02,1.389627907505601168e-01,4.264923582101620148e-01,-4.583279219281170547e-01,2.727155872087596133e+00,1.536539140593068176e+00,1.746351693663224847e+00,1.000000000000000000e+00
1.969924812030074968e+00,-2.648885485466161496e-02,1.799848779505557744e-02,-7.506267054705078046e-01,-5.700792041760419093e-02,-7.957349889324466519e-02,-6.078978531443200023e-02,3.242313805533703075e-01,8.273078287425894572e-01,2.315461476840647848e-01,2.322121383431649810e-01,-8.568292577857239412e-02,-5.253462584841336186e-02,1.127121422794193362e-01,4.553247449057619134e-01,-4.525236257820897112e-01,2.720228055802738076e+00,1.541927967770235774e+00,1.746469904961578834e+00,1.000000000000000000e+00
1.984962406015037484e+00,-2.732189833968821577e-02,1.677710734348633603e-02,-7.515443919783547644e-01,-5.375074000785803885e-02,-8.285134688534800951e-02,-6.126166772239555192e-02,3.277350357285797600e-01,8.260719309733595139e-01,2.307052230192843112e-01,2.337053996137353207e-01,-7.861963328365148551e-02,-5.928960675055228169e-02,8.535258536538554985e-02,4.839673002063934470e-01,-4.450351957774347222e-01,2.713085638793892862e+00,1.547142986372762374e+00,1.746770796862143094e+00,1.000000000000000000e+00
2.000000000000000000e+00,-2.810433828870907355e-02,1.550731800211433732e-02,-7.524691358024691024e-01,-5.027809569439840170e-02,-8.600948267019178917e-02,-6.172839506172839164e-02,3.312580113084093725e-01,8.249454783072849295e-01,2.297636303075565323e-01,2.347791333917480239e-01,-7.112751825356797286e-02,-6.591914301465209847e-02,5.694945164757548445e-02,5.122930012615325435e-01,-4.358188238095144218e-01,2.705742422418567994e+00,1.552158639697339471e+00,1.747257616445805795e+00,1.000000000000000000e+00
2.015037593984962072e+00,-2.883295710042495588e-02,1.419102846107022677e-02,-7.534008588252548710e-01,-4.659313198456802724e-02,-8.903345687947016029e-02,-6.218988802671735622e-02,3.347938831478631805e-01,8.239348785280351528e-01,2.287234529109682946e-01,2.354181650768202849e-01,-6.321232497503408154e-02,-7.239693979745487340e-02,2.757521170940456859e-02,5.401684715561664296e-01,-4.248359190706837984e-01,2.698213655136166622e+00,1.556948544115211330e+00,1.747932960370557121e+00,1.000000000000000000e+00
2.030075187969924588e+00,-2.950459164127865186e-02,1.283036535382563875e-02,-7.543394817454488477e-01,-4.269995303692700195e-02,-9.190874265148164801e-02,-6.264606849531674515e-02,3.383360073745400598e-01,8.230464377220547689e-01,2.275871737645434045e-01,2.356084630672188318e-01,-5.488184993608940382e-02,-7.869616313707858413e-02,-2.690674086718332272e-03,5.674543460102611236e-01,-4.120536359352964251e-01,2.690516007293057843e+00,1.561485561079011264e+00,1.748798728651292489e+00,1.000000000000000000e+00
2.045112781954887105e+00,-3.011614786781566244e-02,1.142767395254767893e-02,-7.552849240959199628e-01,-3.860364748852909700e-02,-9.462079867809984612e-02,-6.309685952914811935e-02,3.418775383607579599e-01,8.222863287557418133e-01,2.263576828137052743e-01,2.353372425478964247e-01,-4.614602885442459917e-02,-8.478953035189996934e-02,-3.376195795819039031e-02,5.940057122746608131e-01,-3.974454096074105935e-01,2.682667534513564433e+00,1.565741880916924789e+00,1.749856078876596222e+00,1.000000000000000000e+00
2.060150375939849621e+00,-3.066461579247237168e-02,9.985517891462776172e-03,-7.562371042614686178e-01,-3.431030924724145365e-02,-9.715513539489460670e-02,-6.354218537350046769e-02,3.454114482315135959e-01,8.216605584967275888e-01,2.250382830315329485e-01,2.345930658353935494e-01,-3.701701648421977520e-02,-9.064940853880530669e-02,-6.554585996151163219e-02,6.196726313412392884e-01,-3.809914955170300987e-01,2.674687629574242553e+00,1.569689118995454935e+00,1.751105381239850267e+00,1.000000000000000000e+00
2.075187969924812137e+00,-3.114708472960343866e-02,8.506677872745126850e-03,-7.571959394966267798e-01,-2.982705391677318782e-02,-9.949738407208524871e-02,-6.398197145733007518e-02,3.489305478505349001e-01,8.211749338969358547e-01,2.236326948937543690e-01,2.333659384889035793e-01,-2.750925798701877104e-02,-9.624792119451749950e-02,-9.794337515804632521e-02,6.443007401077635032e-01,-3.626795077845844095e-01,2.666596962783343461e+00,1.573298424780092741e+00,1.752546174816696167e+00,1.000000000000000000e+00
2.090225563909774209e+00,-3.156075875365117744e-02,6.994149313337109583e-03,-7.581613459434567437e-01,-2.516203053444679080e-02,-1.016333685311566759e-01,-6.441614439326064090e-02,3.524275092149324884e-01,8.208350270736390897e-01,2.221450591896028115e-01,2.316474004171064638e-01,-1.763955061631725801e-02,-1.015570629082664100e-01,-1.308496309773865551e-01,6.677319379880780614e-01,-3.425049514019018471e-01,2.658417411038424660e+00,1.576540604258916511e+00,1.754177125575560714e+00,1.000000000000000000e+00
2.105263157894736725e+00,-3.190297229666205076e-02,5.451138895489109418e-03,-7.591332386493511164e-01,-2.032442831724797644e-02,-1.035491791794333899e-01,-6.484463197758319475e-02,3.558948891776001489e-01,8.206461395437472106e-01,2.205799380480879535e-01,2.294306112414634113e-01,-7.427094438505294112e-03,-1.065488219885595833e-01,-1.641542923571267798e-01,6.898051590308726944e-01,-3.204717421179757997e-01,2.650171975889777265e+00,1.579386256115933751e+00,1.755995986660947139e+00,1.000000000000000000e+00
2.120300751879699241e+00,-3.217120580791204415e-02,3.881059988678662448e-03,-7.601115315848321341e-01,-1.532447813040914084e-02,-1.052312490229728864e-01,-6.526736319025611133e-02,3.593251544056856872e-01,8.206132657859139812e-01,2.189423140619992658e-01,2.267104292183958480e-01,3.106469204160269143e-03,-1.111953107915138739e-01,-1.977420115462689698e-01,7.103572303019550782e-01,-2.965927073903537048e-01,2.641884691092043269e+00,1.581805921947408322e+00,1.757999561538342137e+00,1.000000000000000000e+00
2.135338345864661314e+00,-3.236310139426783195e-02,2.287526915906888322e-03,-7.610961376613514240e-01,-1.017344841468636150e-02,-1.066664312871324627e-01,-6.568426819490520707e-02,3.627107074733526559e-01,8.207410563245591817e-01,2.172375873962142379e-01,2.234834830746583734e-01,1.393703278862101595e-02,-1.154689034138333126e-01,-2.314929188073083788e-01,7.292238164909810028e-01,-2.708900611905638578e-01,2.633580520277376991e+00,1.583770250703729898e+00,1.760183670632662789e+00,1.000000000000000000e+00
2.150375939849623830e+00,-3.247647835612730433e-02,6.743480431712195987e-04,-7.620869687490889888e-01,-4.883635333613029449e-03,-1.078420782443841319e-01,-6.609527833882357373e-02,3.660439139777853512e-01,8.210337805494409835e-01,2.154715707728085405e-01,2.197482361715595578e-01,2.503801255727231695e-02,-1.193423803010044554e-01,-2.652831496572276015e-01,7.462404498162084066e-01,-2.433958449567711346e-01,2.625285245527183342e+00,1.585250177409317285e+00,1.762543122126910333e+00,1.000000000000000000e+00
2.165413533834586346e+00,-3.250934853040212541e-02,-9.544823228501250929e-04,-7.630839356947535235e-01,5.316530697083445521e-04,-1.087461208207349955e-01,-6.650032615297167549e-02,3.693171305591160802e-01,8.214952895036913283e-01,2.136504822330964615e-01,2.155050424834634992e-01,3.638035458760489199e-02,-1.227890792020069344e-01,-2.989854037698387312e-01,7.612436433162982352e-01,-2.141523265943940657e-01,2.617025347751643860e+00,1.586217116062088817e+00,1.765071687611672546e+00,1.000000000000000000e+00
2.180451127819548862e+00,-3.245993134907258770e-02,-2.594793237222574236e-03,-7.640869483393808448e-01,6.058118885363146869e-03,-1.093671485257749765e-01,-6.689934535197739063e-02,3.725227336978020887e-01,8.221289788921248842e-01,2.117809355862241283e-01,2.107561939529177253e-01,4.793255822092055279e-02,-1.257830517775276324e-01,-3.324695302368848582e-01,7.740720845286873653e-01,-1.832123491590884612e-01,2.608827879903575564e+00,1.586643166439678065e+00,1.767762083287010455e+00,1.000000000000000000e+00
2.195488721804511378e+00,-3.232666851940643044e-02,-4.242247620580492581e-03,-7.650959155361347630e-01,1.168050266367328532e-02,-1.096944892272512379e-01,-6.729227083413592825e-02,3.756531491569896630e-01,8.229377525798331483e-01,2.098699284653000596e-01,2.055059588673165127e-01,5.966071803207686347e-02,-1.282992250413780566e-01,-3.656031335691066753e-01,7.845679053542740089e-01,-1.506396207394157527e-01,2.600720334152052615e+00,1.586501334340249203e+00,1.770605957413898368e+00,1.000000000000000000e+00
2.210526315789473450e+00,-3.210823823003267075e-02,-5.892353958276105516e-03,-7.661107451681050673e-01,1.738261816411423161e-02,-1.097182882694796024e-01,-6.767903868140975887e-02,3.787008819327239983e-01,8.239239868682983747e-01,2.079248279253587128e-01,1.997606109884333958e-01,7.152858544962034659e-02,-1.303135666869837117e-01,-3.982521946241882604e-01,7.925780225943024337e-01,-1.165089371095575643e-01,2.592730504218605070e+00,1.585765764559797120e+00,1.773593884690958022e+00,1.000000000000000000e+00
2.225563909774435967e+00,-3.180356878574019941e-02,-7.540479181101769103e-03,-7.671313441661083976e-01,2.314739359385359699e-02,-1.094295864161656390e-01,-6.805958615942887813e-02,3.816585465714883441e-01,8.250894958523233846e-01,2.059533535326516507e-01,1.935284492545590596e-01,8.349765104243164759e-02,-1.318032532251241229e-01,-4.302817005850297916e-01,7.979555422135016229e-01,-8.090632896293407927e-02,2.584886344132271585e+00,1.584411985653822352e+00,1.776715368192166355e+00,1.000000000000000000e+00
2.240601503759398483e+00,-3.141185157316669918e-02,-9.181862705902134325e-03,-7.681576185264868961e-01,2.895691936138873948e-02,-1.088203960826238936e-01,-6.843385171749054308e-02,3.845188977124998075e-01,8.264354981754555851e-01,2.039635579118224129e-01,1.868198079633196229e-01,9.552724837333485819e-02,-1.327468397385005439e-01,-4.615562781852865504e-01,8.005612188339830126e-01,-4.392912597901423022e-02,2.577215824687546064e+00,1.582417165248859670e+00,1.779958849441622304e+00,1.000000000000000000e+00
2.255639097744360555e+00,-3.093255325949255397e-02,-1.081163160625102891e-02,-7.691894733289078578e-01,3.479250232628623013e-02,-1.078837753102536295e-01,-6.880177498855938323e-02,3.872748607114688824e-01,8.279625855141423685e-01,2.019638047363523370e-01,1.796470574294377620e-01,1.075746801802956176e-01,-1.331244299462974734e-01,-4.919408245925517287e-01,8.002649603038514137e-01,-5.685930625377915749e-03,2.569746788889927469e+00,1.579760374359021613e+00,1.783311727121986934e+00,1.000000000000000000e+00
2.270676691729323071e+00,-3.036542712688607495e-02,-1.242481687507456488e-02,-7.702268127541637144e-01,4.063472647964063572e-02,-1.066138989277116284e-01,-6.916329678926745606e-02,3.899195622030626751e-01,8.296706931310677824e-01,1.999627441680691398e-01,1.720245951936189288e-01,1.195953674802174294e-01,-1.329178451708427355e-01,-5.213011307095445357e-01,7.969473654201271184e-01,3.370350454316791561e-02,2.562506807647255691e+00,1.576422858825696327e+00,1.786760384814241265e+00,1.000000000000000000e+00
2.285714285714285587e+00,-2.971052344678951421e-02,-1.401637073270592219e-02,-7.712695401019709074e-01,4.646351994185536627e-02,-1.050061263387841587e-01,-6.951835911991402495e-02,3.924463604610308742e-01,8.315590728456561109e-01,1.979692857733836853e-01,1.639688279344137523e-01,1.315430219974424719e-01,-1.321107907119164759e-01,-5.495044921334019117e-01,7.905012810350674490e-01,7.410850126308177188e-02,2.555523036911833135e+00,1.572388315637866629e+00,1.790290228049145060e+00,1.000000000000000000e+00
2.300751879699248104e+00,-2.896819880020845561e-02,-1.558118492543263296e-02,-7.723175578087699833e-01,5.225822811509028831e-02,-1.030570653767138439e-01,-6.986690516446590615e-02,3.948488754177654769e-01,8.336262687741382571e-01,1.959925689669024251e-01,1.554981443023886745e-01,1.433698420978136157e-01,-1.306890180651861244e-01,-5.764203036120199020e-01,7.808333628636500157e-01,1.153877855386137158e-01,2.548822077399645725e+00,1.567643171510814781e+00,1.793885730817256663e+00,1.000000000000000000e+00
