t,sx,sy,sz,vx,vy,vz,ax,ay,az,jx,jy,jz,Fx,Fy,Fz
3.157894736842105088e-01,3.000916408086853546e-02,5.073547886817702905e-04,-7.003363153088789650e-01,4.503648508501309922e-05,4.689850588988292782e-03,-3.107710959860651104e-03,-4.635476810711140283e-04,2.807870514486191654e-02,-1.858871555620352986e-02,-1.245391883679038657e-02,7.380759685092096178e-02,-4.866969358791019967e-02,-4.635476810711140690e-05,2.807870514486192001e-03,-9.828588715556204614e-01
3.308270676691729140e-01,3.000978158044143376e-02,5.810951955595656171e-04,-7.003851769808391303e-01,3.658517532352559786e-05,5.120378657012934591e-03,-3.392708073910559886e-03,-6.653901898712932458e-04,2.917800082012678847e-02,-1.931356543401098469e-02,-1.441450494916601301e-02,7.240023337047293839e-02,-4.773795739697311163e-02,-6.653901898712932729e-05,2.917800082012679107e-03,-9.829313565434012467e-01
3.458646616541353191e-01,3.001024804033316368e-02,6.614332014983599975e-04,-7.004384057512501593e-01,2.487166309977583930e-05,5.567278075356490302e-03,-3.688500037005840605e-03,-8.977742749042237885e-04,3.025607326738616321e-02,-2.002444359821775946e-02,-1.651619777075558071e-02,7.098429667131976595e-02,-4.681145567901934257e-02,-8.977742749042237885e-05,3.025607326738616668e-03,-9.830024443598218697e-01
3.609022556390977243e-01,3.001051087153012997e-02,7.486125872312786398e-04,-7.004961623719293540e-01,9.420671247469854107e-06,6.030228586379759309e-03,-3.994877340023770401e-03,-1.162831809413619483e-03,3.131276497527350072e-02,-2.072142876270329642e-02,-1.876025921173920738e-02,6.955591567677534004e-02,-4.589018843404827491e-02,-1.162831809413619483e-04,3.131276497527350159e-03,-9.830721428762704273e-01
3.759398496240601295e-01,3.001051009629381733e-02,8.428722975256299366e-04,-7.005586044530804912e-01,-1.027526376667345278e-05,6.508907110553225836e-03,-4.311631657508988892e-03,-1.462710739676398568e-03,3.234785709695157940e-02,-2.140459964134703089e-02,-2.114756520502590609e-02,6.811080166593869167e-02,-4.497415566205961029e-02,-1.462710739676398568e-04,3.234785709695158114e-03,-9.831404599641347941e-01
3.909774436090225347e-01,3.001017786255665010e-02,9.444463915750885875e-04,-7.006258864810935849e-01,-3.475598991025337955e-05,7.002986776421230367e-03,-4.638555847673493833e-03,-1.799569281309471806e-03,3.336106307555193606e-02,-2.207403494802839816e-02,-2.367860547258785267e-02,6.664423601094432437e-02,-4.406335736305385525e-02,-1.799569281309472022e-04,3.336106307555193693e-03,-9.832074034948029562e-01
4.060150375939849399e-01,3.000943795599603572e-02,1.053563978077421553e-03,-7.006981598363444252e-01,-6.459385028461905030e-05,7.512135853382810244e-03,-4.975443952396644588e-03,-2.175570098462626441e-03,3.435202209748693114e-02,-2.272981339662684397e-02,-2.635348146861852051e-02,6.515105956474048776e-02,-4.315779353703110000e-02,-2.175570098462626441e-04,3.435202209748693288e-03,-9.832729813396627883e-01
4.210526315789473450e-01,3.000820531110329550e-02,1.170449133517838117e-03,-7.007755728109935633e-01,-1.003937059897411677e-04,8.036016584891473788e-03,-5.322091197225160830e-03,-2.592874437853438623e-03,3.532029239926171016e-02,-2.337201370102181402e-02,-2.917190241734966480e-02,6.362566380645842679e-02,-4.225746418399117105e-02,-2.592874437853438948e-04,3.532029239926171276e-03,-9.833372013701022762e-01
4.360902255639097502e-01,3.000638552257449757e-02,1.295320802144942895e-03,-7.008582706267865170e-01,-1.427928702571703743e-04,8.574283920073619975e-03,-5.678293991373119937e-03,-3.053636188428058076e-03,3.626534445501282400e-02,-2.400071457509274364e-02,-3.213317937199082486e-02,6.206198385024595809e-02,-4.136236930393361738e-02,-3.053636188428058402e-04,3.626534445501282400e-03,-9.834000714575094060e-01
4.511278195488721554e-01,3.000387435836708930e-02,1.428392676099355220e-03,-7.009463954528530882e-01,-1.924609525064352271e-04,9.126584142186708673e-03,-6.043849927721962195e-03,-3.559995836397785059e-03,3.718655407358997106e-02,-2.461599473271906813e-02,-3.523621723099929631e-02,6.045349342329397330e-02,-4.047250889685919534e-02,-3.559995836397785059e-04,3.718655407358997193e-03,-9.834615994732720523e-01
4.661654135338345606e-01,3.000055727578984643e-02,1.569873054134599205e-03,-7.010400864235064589e-01,-2.500996105185244534e-04,9.692553392783530980e-03,-6.418557782820483865e-03,-4.114074284522244856e-03,3.808319543559222226e-02,-2.521793288778024014e-02,-3.847950465873790221e-02,5.879320191957881220e-02,-3.958788296276768287e-02,-4.114074284522245182e-04,3.808319543559222486e-03,-9.835217932887780901e-01
4.812030075187969658e-01,2.999630894202432591e-02,1.719964677356350955e-03,-7.011394796560432852e-01,-3.164422084464513468e-04,1.027181609091848413e-02,-6.802217516884846715e-03,-4.717966503802362328e-03,3.895443410238363935e-02,-2.580660775415568806e-02,-4.186110186952432533e-02,5.707365363755374787e-02,-3.870849150165866365e-02,-4.717966503802362328e-04,3.895443410238364282e-03,-9.835806607754156161e-01
4.962406015037593709e-01,2.999099276051409024e-02,1.878864540399801135e-03,-7.012447082685425714e-01,-3.922533778999836174e-04,1.086398324722542656e-02,-7.194630273798570223e-03,-5.373734985226361234e-03,3.979932003075832558e-02,-2.638209804572486106e-02,-4.537862624710740228e-02,5.528692931249817172e-02,-3.783433451353265808e-02,-5.373734985226361017e-04,3.979932003075832385e-03,-9.836382098045726163e-01
5.112781954887217761e-01,2.998446040470290064e-02,2.046763676466223803e-03,-7.013559023976659867e-01,-4.783284788524307216e-04,1.146865067321587925e-02,-7.595598381112528101e-03,-6.083402958896374536e-03,4.061678062861310418e-02,-2.694448247636719793e-02,-4.902923578571495578e-02,5.342465005741860173e-02,-3.696541199838904168e-02,-6.083402958896375187e-04,4.061678062861310765e-03,-9.836944482476368545e-01
5.263157894736841813e-01,2.997655136065603687e-02,2.223846914649117105e-03,-7.014731892164566274e-01,-5.754929566250425663e-04,1.208539708669095596e-02,-8.004925350044964777e-03,-6.848947347767610043e-03,4.140561388872650295e-02,-2.749383975996212703e-02,-5.280961035399697745e-02,5.147798383019061563e-02,-3.610172395622854996e-02,-6.848947347767610477e-04,4.140561388872650295e-03,-9.837493839759963166e-01
5.413533834586465865e-01,2.996709248015857682e-02,2.410292607998017460e-03,-7.015966929521387785e-01,-6.846015907125877452e-04,1.271378211473158347e-02,-8.422415875481474579e-03,-7.672291423372654129e-03,4.216448163954347739e-02,-2.803024861038910798e-02,-5.671593079942498228e-02,4.943765454884957444e-02,-3.524327038705085680e-02,-7.672291423372654779e-04,4.216448163954347739e-03,-9.838030248610389883e-01
5.563909774436089917e-01,2.995589754595205656e-02,2.606272330794535616e-03,-7.017265349039176758e-01,-8.065376307256598171e-04,1.335334419633087306e-02,-8.847875835975021683e-03,-8.555297131296400737e-03,4.289190295373324774e-02,-2.855378774152756566e-02,-6.074385592800073119e-02,4.729395398154902230e-02,-3.439005129085567075e-02,-8.555297131296401387e-04,4.289190295373324774e-03,-9.838553787741528556e-01
5.714285714285713969e-01,2.994276685084557715e-02,2.811950543550924449e-03,-7.018628334607787123e-01,-9.422118142451563075e-04,1.400359838735953585e-02,-9.281112293745917563e-03,-9.499757054827560193e-03,4.358624775722536732e-02,-2.906453586725694926e-02,-6.488849741246087433e-02,4.503675654246660359e-02,-3.354206666764380368e-02,-9.499757054827560193e-04,4.358624775722536732e-03,-9.839064535867257932e-01
5.864661654135338020e-01,2.992748679251911251e-02,3.027484224286826949e-03,-7.020057041192869773e-01,-1.092561260916316470e-03,1.466403407121292038e-02,-9.721933494681847879e-03,-1.050738598615710839e-02,4.424573068343998217e-02,-2.956257170145670105e-02,-6.914439270153237282e-02,4.265553712976009881e-02,-3.269931651741463802e-02,-1.050738598615710883e-03,4.424573068343998217e-03,-9.839562571701457871e-01
6.015037593984962072e-01,2.990982948592562154e-02,3.253022464695342914e-03,-7.021552595013870190e-01,-1.258548236658050320e-03,1.533411257917584834e-02,-1.017014886833784645e-02,-1.157981207573673989e-02,4.486840521951039606e-02,-3.004797395800625978e-02,-7.350547602318377449e-02,4.013939214639976327e-02,-3.186180084016797254e-02,-1.157981207573673945e-03,4.486840521951039433e-03,-9.840047973958007121e-01
6.165413533834586124e-01,2.988955239529386687e-02,3.488706029875632622e-03,-7.023116093722018283e-01,-1.441158781432715736e-03,1.601326472526149250e-02,-1.062556902793631609e-02,-1.271856753196811025e-02,4.545215819344720909e-02,-3.052082135078506078e-02,-7.796504759621421254e-02,3.747706384909887944e-02,-3.102951963590422010e-02,-1.271856753196811156e-03,4.545215819344721429e-03,-9.840520821350785541e-01
6.315789473684210176e-01,2.986639798783551764e-02,3.734666880386414145e-03,-7.024748606578331556e-01,-1.641401193616761310e-03,1.670088826103314009e-02,-1.108800577036701644e-02,-1.392507884527985872e-02,4.599470465340798481e-02,-3.098119259367255324e-02,-8.251574118690772897e-02,3.465696817452282308e-02,-3.020247290462296438e-02,-1.392507884527985872e-03,4.599470465340798481e-03,-9.840981192593672988e-01
6.466165413533834228e-01,2.984009341136754229e-02,3.991027655463401727e-03,-7.026451174631599406e-01,-1.860304363638858299e-03,1.739634525670393991e-02,-1.155727207618706225e-02,-1.520065651287994500e-02,4.649358319250475324e-02,-3.142916640054815858e-02,-8.714949017083303828e-02,3.166722619525680349e-02,-2.938066064632482641e-02,-1.520065651287994587e-03,4.649358319250475151e-03,-9.841429166400549322e-01
6.616541353383458279e-01,2.981035019817391413e-02,4.257901116344550013e-03,-7.028224810896390728e-01,-2.098915949214597357e-03,1.809895941563078453e-02,-1.203318210962093376e-02,-1.654648424305960736e-02,4.694615177489495916e-02,-3.186482148529134334e-02,-9.185749228415324152e-02,2.849569936043591656e-02,-2.856408286100918167e-02,-1.654648424305960909e-03,4.694615177489496263e-03,-9.841864821485292181e-01
6.766917293233082331e-01,2.977686399754815583e-02,4.535389548760339166e-03,-7.030070500531037103e-01,-2.358300384210922432e-03,1.880801333017415380e-02,-1.251555121856046983e-02,-1.796360762088568958e-02,4.734958412124168348e-02,-3.228823656178151508e-02,-9.663017327399496537e-02,2.513002867735256857e-02,-2.775273954867644999e-02,-1.796360762088569001e-03,4.734958412124169042e-03,-9.842288236561782533e-01
6.917293233082706383e-01,2.973931433957993642e-02,4.823584123772910008e-03,-7.031989201015637070e-01,-2.639536712925055414e-03,1.952274568778696387e-02,-1.300419593456487305e-02,-1.945292222046410280e-02,4.770086671398337391e-02,-3.269949034389815767e-02,-1.014571496834589387e-01,2.155767799045698457e-02,-2.694663070932703727e-02,-1.945292222046410280e-03,4.770086671398337738e-03,-9.842699490343899127e-01
7.067669172932330435e-01,2.969736443287428890e-02,5.122564216288014866e-03,-7.033981842330045975e-01,-2.943716241367436322e-03,2.024234843712201248e-02,-1.349893397286069420e-02,-2.101516115270032209e-02,4.799679648519619007e-02,-3.309866154552067868e-02,-1.063271910336779369e-01,1.776598151283485458e-02,-2.614575634295992004e-02,-2.101516115270032122e-03,4.799679648519619354e-03,-9.843098661545521821e-01
7.218045112781954487e-01,2.965066099901919605e-02,5.432396680718184871e-03,-7.036049327131872477e-01,-3.271939997002453436e-03,2.096596392490923666e-02,-1.399958423234185824e-02,-2.265088204163547003e-02,4.823397925214461396e-02,-3.348582888052852730e-02,-1.112281816928786249e-01,1.374219576220606955e-02,-2.535011644957571239e-02,-2.265088204163546916e-03,4.823397925214461569e-03,-9.843485828880529365e-01
7.368421052631578538e-01,2.959883414674671989e-02,5.753135083444600555e-03,-7.038192530934473945e-01,-3.625315988330378957e-03,2.169268201534960486e-02,-1.450596679556964697e-02,-2.436045342700711783e-02,4.840882896786648931e-02,-3.386107106280114576e-02,-1.161470827505775155e-01,9.473556048516105360e-03,-2.455971102917420615e-02,-2.436045342700711956e-03,4.840882896786649625e-03,-9.843861071062801615e-01
7.518796992481202590e-01,2.954149728886240611e-02,6.084818891909523318e-03,-7.040412302284951851e-01,-4.004956255695760192e-03,2.242153720480193069e-02,-1.501790292877269208e-02,-2.614404059568412042e-02,4.851756785630092356e-02,-3.422446680621797632e-02,-1.210698942437671982e-01,4.947337653134454075e-03,-2.377454008175540826e-02,-2.614404059568412129e-03,4.851756785630092703e-03,-9.844224466806218432e-01
7.669172932330826642e-01,2.947824710514671334e-02,6.427472620371185892e-03,-7.042709462942146059e-01,-4.411973704787549092e-03,2.315150574559953628e-02,-1.553521508184699945e-02,-2.800159085005868298e-02,4.855622750350432892e-02,-3.457609482465845430e-02,-1.259816181110769151e-01,1.509218302181251914e-04,-2.299460360731951647e-02,-2.800159085005868645e-03,4.855622750350433239e-03,-9.844576094824659673e-01
7.819548872180450694e-01,2.940866355455944159e-02,6.781104932569287022e-03,-7.045084808054629111e-01,-4.847478714461504398e-03,2.388150279392361325e-02,-1.605772688835592141e-02,-2.993281822735368441e-02,4.852065097837643393e-02,-3.491603383200202193e-02,-1.308662222803063935e-01,-4.928133251200712481e-03,-2.221990160586674590e-02,-2.993281822735368528e-03,4.852065097837643393e-03,-9.844916033832002977e-01
7.969924812030074746e-01,2.933230994020220861e-02,7.145707701782053750e-03,-7.047539106338703840e-01,-5.312575510772177961e-03,2.461037959777753054e-02,-1.658526316553017924e-02,-3.193718769012190983e-02,4.840649605799366567e-02,-3.524436254212812841e-02,-1.357066063242657883e-01,-1.030201652063978540e-02,-2.145043407739605917e-02,-3.193718769012191070e-03,4.840649605799367088e-03,-9.845244362542129313e-01
8.120300751879698797e-01,2.924873303061350030e-02,7.521255029005666920e-03,-7.050073100256397662e-01,-5.808358299457061155e-03,2.533692074224643681e-02,-1.711764991426785107e-02,-3.401389881497546980e-02,4.820923963407713203e-02,-3.556115966891618824e-02,-1.404845691493286641e-01,-1.598258288911634517e-02,-2.068620102190868795e-02,-3.401389881497547153e-03,4.820923963407713377e-03,-9.845561159668917428e-01
8.270676691729322849e-01,2.915746324108395640e-02,7.907702220253940914e-03,-7.052687506193455746e-01,-6.335907149575627922e-03,2.605984147038623369e-02,-1.765471431913438055e-02,-3.616186901378781737e-02,4.792418337826272884e-02,-3.586650392624568529e-02,-1.451807792103106398e-01,-2.198126693664192652e-02,-1.992720243940423672e-02,-3.616186901378781911e-03,4.792418337826273578e-03,-9.845866503926246072e-01
8.421052631578946901e-01,2.905801487878551664e-02,8.304984724260814147e-03,-7.055383014637336414e-01,-6.896283621577815708e-03,2.677778509926062589e-02,-1.819628474836256990e-02,-3.837971632924972593e-02,4.754646074463809297e-02,-3.616047402799602017e-02,-1.497747477740080380e-01,-2.830899136360819079e-02,-1.917343832988207056e-02,-3.837971632924972766e-03,4.754646074463809644e-03,-9.846160474027997322e-01
8.571428571428570953e-01,2.894988645560362533e-02,8.713017032170616849e-03,-7.058160290355208755e-01,-7.490526133766474415e-03,2.748932055182810169e-02,-1.874219075385255909e-02,-4.066574185472707909e-02,4.707104538841848373e-02,-3.644314868804664903e-02,-1.542448057816935003e-01,-3.497607019336145678e-02,-1.842490869334302561e-02,-4.066574185472708255e-03,4.707104538841848894e-03,-9.846443148688047708e-01
8.721804511278195005e-01,2.883256107264707199e-02,9.131691541121341252e-03,-7.061019972571946912e-01,-8.119645061932608335e-03,2.819294002656752909e-02,-1.929226307117188483e-02,-4.301791183684737507e-02,4.649276107958988380e-02,-3.671460662027700717e-02,-1.585680848878006644e-01,-4.199210674490707479e-02,-1.768161352978647391e-02,-4.301791183684737681e-03,4.649276107958988900e-03,-9.846714606620278198e-01
8.872180451127819056e-01,2.870550688048108950e-02,9.560877383964085097e-03,-7.063962675148123260e-01,-8.784617567886997616e-03,2.888705682791229898e-02,-1.984633361955542505e-02,-4.543383952811573534e-02,4.580629318980224129e-02,-3.697492653856654377e-02,-1.627205032776309068e-01,-4.936588643016688593e-02,-1.694355283921263056e-02,-4.543383952811573361e-03,4.580629318980224303e-03,-9.846974926538567541e-01
9.022556390977443108e-01,2.856817761918608103e-02,1.000041922771772139e-02,-7.066988986758003799e-01,-9.486382153693091041e-03,2.957000338173320850e-02,-2.040423550190540933e-02,-4.791076686610971219e-02,4.500620182968459448e-02,-3.722418715679468026e-02,-1.666767568908275876e-01,-5.710526446972554598e-02,-1.621072662162210964e-02,-4.791076686610971219e-03,4.500620182968459275e-03,-9.847224187156795594e-01
9.172932330827067160e-01,2.842001324238310062e-02,1.045013604373089440e-02,-7.070099471067546881e-01,-1.022583293962873140e-02,3.024002946125819297e-02,-2.096580300479144662e-02,-5.044554606539303210e-02,4.408693671201924930e-02,-3.746246718884089361e-02,-1.704103166992412544e-01,-6.521704866454142158e-02,-1.548313487701469954e-02,-5.044554606539303730e-03,4.408693671201924756e-03,-9.847462467188842217e-01
9.323308270676691212e-01,2.826044062938701251e-02,1.090981985291375467e-02,-7.073294666912393058e-01,-1.100381366527375393e-02,3.089530064993404462e-02,-2.153087159845048712e-02,-5.303462121819235708e-02,4.304285381379140130e-02,-3.768984534858459828e-02,-1.738934327072498565e-01,-7.370687740878725802e-02,-1.476077760538917379e-02,-5.303462121819236229e-03,4.304285381379140650e-03,-9.847689845348585047e-01
9.473684210526315264e-01,2.808887438964581193e-02,1.137923444980849796e-02,-7.076575088475863806e-01,-1.182111141464101123e-02,3.153389706881069149e-02,-2.209927793678685692e-02,-5.567401001005571615e-02,4.186823390696184366e-02,-3.790640034990522961e-02,-1.770971453591867195e-01,-8.257909318084052930e-02,-1.404365480674676231e-02,-5.567401001005571962e-03,4.186823390696184713e-03,-9.847906400349906164e-01
9.624060150375939315e-01,2.790471776359868677e-02,1.185811410969028583e-02,-7.079941225466955812e-01,-1.267845006794344337e-02,3.215381239704967475e-02,-2.267085985737223031e-02,-5.835928566711028054e-02,4.055730302382966335e-02,-3.811221090668224371e-02,-1.799913050518052449e-01,-9.183661180546849601e-02,-1.333176648108746684e-02,-5.835928566711028574e-03,4.055730302382966335e-03,-9.848112210906683206e-01
9.774436090225563367e-01,2.770736362403252578e-02,1.234616228332760177e-02,-7.083393543298334150e-01,-1.357648348442304538e-02,3.275295321511399738e-02,-2.324545638144564011e-02,-6.108555926211055309e-02,3.910425491799872366e-02,-3.830735573279507589e-02,-1.825446004592448934e-01,-1.014807878403396479e-01,-1.262511262841046512e-02,-6.108555926211055656e-03,3.910425491799872887e-03,-9.848307355732796031e-01
9.924812030075187419e-01,2.749619558193549737e-02,1.284305028448203337e-02,-7.086932483264329896e-01,-1.451578842266012213e-02,3.332913870107150067e-02,-2.382290771391350551e-02,-6.384746251715006649e-02,3.750327557617397223e-02,-3.849191354212316146e-02,-1.847245963832138405e-01,-1.115112765041375853e-01,-1.192369324871616829e-02,-6.384746251715006649e-03,3.750327557617397483e-03,-9.848491913542124498e-01
1.007518796992481036e+00,2.727058920073368448e-02,1.334841597569134779e-02,-7.090558462718934418e-01,-1.549685720693539000e-02,3.388010071122450617e-02,-2.440305524334956955e-02,-6.663913125163828388e-02,3.574856982923272503e-02,-3.866596304854594268e-02,-1.864977818415996247e-01,-1.219258926315507918e-01,-1.122750834200519042e-02,-6.663913125163828562e-03,3.574856982923272676e-03,-9.848665963048547356e-01
1.022556390977443552e+00,2.702991332265062760e-02,1.386186245835410724e-02,-7.094271875253795878e-01,-1.652009015053259797e-02,3.440348427694991246e-02,-2.498574154199495814e-02,-6.945418963484020769e-02,3.383439010318350926e-02,-3.882958296594286873e-02,-1.878296291039234234e-01,-1.327204672120676499e-01,-1.053655790827671274e-02,-6.945418963484020942e-03,3.383439010318351012e-03,-9.848829582965943352e-01
1.037593984962406068e+00,2.677353151074762794e-02,1.438295677361781273e-02,-7.098073090876210189e-01,-1.758578774934427963e-02,3.489684855017839010e-02,-2.557081036575815577e-02,-7.228573541285615578e-02,3.175506734169096512e-02,-3.898285200819336105e-02,-1.886846643714269744e-01,-1.438887021445779124e-01,-9.850841947530733500e-03,-7.228573541285615578e-03,3.175506734169096859e-03,-9.848982852008194566e-01
1.052631578947368363e+00,2.650080360998189125e-02,1.491122862106361059e-02,-7.101962456187118633e-01,-1.869414266177659226e-02,3.535766823034355855e-02,-2.615810665421497774e-02,-7.512632629029350473e-02,2.950504412175617222e-02,-3.912584888917687576e-02,-1.890265507825736047e-01,-1.554220239179781304e-01,-9.170360459767870273e-03,-7.512632629029351167e-03,2.950504412175617482e-03,-9.849125848889177526e-01
1.067669172932330657e+00,2.621108743035856226e-02,1.544616910267607168e-02,-7.105940294559105475e-01,-1.984523149373543585e-02,3.578333550587341205e-02,-2.674747653060864302e-02,-7.796796765694832820e-02,2.707890997285749765e-02,-3.925865232277284123e-02,-1.888181844008220700e-01,-1.673094370088572536e-01,-8.495113444988326018e-03,-7.796796765694832994e-03,2.707890997285749765e-03,-9.849258652322774310e-01
1.082706766917293173e+00,2.590374055494816530e-02,1.598722950008464941e-02,-7.110006906314388919e-01,-2.103900641041127687e-02,3.617116254335842745e-02,-2.733876730184971182e-02,-8.080210185946549994e-02,2.447143889733947170e-02,-3.938134102286073440e-02,-1.880218038101436895e-01,-1.795373778704985046e-01,-7.825100903191075513e-03,-8.080210185946550688e-03,2.447143889733947256e-03,-9.849381341022861447e-01
1.097744360902255689e+00,2.557812227519150675e-02,1.653382009356108365e-02,-7.114162568902817618e-01,-2.227528659965655883e-02,3.651838455739570694e-02,-2.793182745851610638e-02,-8.361959922706679871e-02,2.167762907605193939e-02,-3.949399370331994202e-02,-1.865991139043600144e-01,-1.920895704723379616e-01,-7.160322834376120493e-03,-8.361959922706680565e-03,2.167762907605193853e-03,-9.849493993703321015e-01
1.112781954887217983e+00,2.523359565551728731e-02,1.708530903175077553e-02,-7.118407537079868286e-01,-2.355374961495829839e-02,3.682216349375613124e-02,-2.852650667485307975e-02,-8.641075106889954671e-02,1.869274472817517713e-02,-3.959668907802994103e-02,-1.845114244084683497e-01,-2.049468844350845753e-01,-6.500779238545100272e-03,-8.641075106889955018e-03,1.869274472817517756e-03,-9.849596689078030654e-01
1.127819548872180277e+00,2.486952972885170601e-02,1.764102126160282946e-02,-7.122742043084634433e-01,-2.487392262933860176e-02,3.707959235793315683e-02,-2.912265580877327828e-02,-8.916526486823503350e-02,1.551236007779641796e-02,-3.968950586087017368e-02,-1.817198036131925376e-01,-2.180871968932351079e-01,-5.846470115695758842e-03,-8.916526486823504391e-03,1.551236007779641839e-03,-9.849689505860871330e-01
1.142857142857142794e+00,2.448530182410236719e-02,1.820023752843985196e-02,-7.127166296817830649e-01,-2.623517363495487392e-02,3.728770022028694842e-02,-2.972012690185673114e-02,-9.187226190549543925e-02,1.213240536213740922e-02,-3.977252276572004058e-02,-1.781852477376307253e-01,-2.314852593029508299e-01,-5.197395465829327856e-03,-9.187226190549544619e-03,1.213240536213740922e-03,-9.849772522765720684e-01
1.157894736842105310e+00,2.408030002614960224e-02,1.876219345656953211e-02,-7.131680486019777998e-01,-2.763670262670373315e-02,3.744345792787795446e-02,-3.031877317935078101e-02,-9.452027754776529123e-02,8.549214797374062036e-03,-3.984581850645902562e-02,-1.738688662585470834e-01,-2.451125704984815079e-01,-4.553555288946419671e-03,-9.452027754776529470e-03,8.549214797374062903e-04,-9.849845818506459683e-01
1.172932330827067604e+00,2.365392576827506782e-02,1.932607872128268636e-02,-7.136284776448406086e-01,-2.907753281174214194e-02,3.754378455166966500e-02,-3.091844905017012909e-02,-9.709726444689834035e-02,4.759576397763136402e-03,-3.990947179696655023e-02,-1.687320834583414253e-01,-2.589372573834335389e-01,-3.914949585045807839e-03,-9.709726444689835423e-03,4.759576397763136835e-04,-9.849909471796967075e-01
1.187969924812029898e+00,2.320559655629984841e-02,1.989103632350093520e-02,-7.140979312057245121e-01,-3.055650189050453450e-02,3.758555459605177063e-02,-3.151901010689687338e-02,-9.959059889140212118e-02,7.607835223388953461e-04,-3.996356135112205665e-02,-1.627368563466157769e-01,-2.729239647233709376e-01,-3.281578354128309415e-03,-9.959059889140212118e-03,7.607835223388954274e-05,-9.849963561351122721e-01
1.203007518796992414e+00,2.273474882299112571e-02,2.045616197872726985e-02,-7.145764215173422418e-01,-3.207225345849478576e-02,3.756560599557588753e-02,-3.212031312578044612e-02,-1.019870905588146637e-01,-3.449311999188339750e-03,-4.000816588280499408e-02,-1.558459090023286420e-01,-2.870337555823795350e-01,-2.653441596193515870e-03,-1.019870905588146637e-02,-3.449311999188340184e-04,-9.850008165882806477e-01
1.218045112781954931e+00,2.224084091052744641e-02,2.102050363230974564e-02,-7.150639586675655579e-01,-3.362322858184390445e-02,3.748074892138769654e-02,-3.272221606673766936e-02,-1.042729959151161012e-01,-7.872245333439054082e-03,-4.004336410589479089e-02,-1.480229832646847155e-01,-3.012240240171647487e-01,-2.030539311241222073e-03,-1.042729959151161151e-02,-7.872245333439054950e-04,-9.850043364105895982e-01
1.233082706766917225e+00,2.172335617798788407e-02,2.158306111334613170e-02,-7.155605506172251218e-01,-3.520765760331788508e-02,3.732777541706595870e-02,-3.332457807335265781e-02,-1.064340355056724585e-01,-1.250888290014202237e-02,-4.006923473427089627e-02,-1.392331055710080701e-01,-3.154484217068533880e-01,-1.412871499271837637e-03,-1.064340355056724724e-02,-1.250888290014202237e-03,-9.850069234734272206e-01
1.248120300751879519e+00,2.118180622995067403e-02,2.214278593983033325e-02,-7.160662032179092584e-01,-3.682355223910931813e-02,3.710346988042717564e-02,-3.392725947287696109e-02,-1.084554153781315117e-01,-1.735936564122207010e-02,-4.008585648181274552e-02,-1.294428695990002542e-01,-3.296568002536305331e-01,-8.004381602853626694e-04,-1.084554153781315186e-02,-1.735936564122207053e-03,-9.850085856481813895e-01
1.263157894736842035e+00,2.061573426135257514e-02,2.269858128786453669e-02,-7.165809202297646063e-01,-3.846869803031684881e-02,3.680462040430954734e-02,-3.453012177622945961e-02,-1.103218528714102753e-01,-2.242305155120190296e-02,-4.009330806239977396e-02,-1.186207342191192698e-01,-3.437951709373449072e-01,-1.932392942807719489e-04,-1.103218528714102788e-02,-2.242305155120190557e-03,-9.850093308062400910e-01
1.278195488721804551e+00,2.002471851277301193e-02,2.324930213792734610e-02,-7.171047033392944359e-01,-4.014064721647599837e-02,3.642803098540251666e-02,-3.513302767799639237e-02,-1.120176069962758036e-01,-2.769845774503519598e-02,-4.009166818991141690e-02,-1.067373361006236920e-01,-3.578056837449314354e-01,4.087250987400888329e-04,-1.120176069962758141e-02,-2.769845774503519858e-03,-9.850091668189911998e-01
1.293233082706766846e+00,1.940837582926901658e-02,2.379375561129245392e-02,-7.176375521771590771e-01,-4.183671210181529737e-02,3.597053460582929491e-02,-3.573584105643132919e-02,-1.135265136218654991e-01,-3.318320236707897330e-02,-4.008101557822714434e-02,-9.376581614250481533e-02,-3.716266275215207582e-01,1.005455018777424861e-03,-1.135265136218654991e-02,-3.318320236707897677e-03,-9.850081015578228127e-01
1.308270676691729140e+00,1.876636531480047748e-02,2.433070150972761747e-02,-7.181794643359747932e-01,-4.355395898803412352e-02,3.542900718741281291e-02,-3.633842697345525397e-02,-1.148320256686752860e-01,-3.887394667280072436e-02,-4.006142894122637771e-02,-7.968215871872330602e-02,-3.851924531029507492e-01,1.596950465832876588e-03,-1.148320256686752999e-02,-3.887394667280072522e-03,-9.850061428941226938e-01
1.323308270676691656e+00,1.809839207315354706e-02,2.485885307156408125e-02,-7.187304353881136532e-01,-4.528920275029260645e-02,3.480038241335950411e-02,-3.694065167465649530e-02,-1.159172584919237470e-01,-4.476633764278608457e-02,-4.003298699278855927e-02,-6.446554253650355060e-02,-3.984338212877284180e-01,2.183211439905624086e-03,-1.159172584919237504e-02,-4.476633764278608978e-03,-9.850032986992789397e-01
1.338345864661654172e+00,1.740421102509637566e-02,2.537687795710602892e-02,-7.192904589035031826e-01,-4.703900213572705102e-02,3.408166740647786130e-02,-3.754238258929072647e-02,-1.167650406196524965e-01,-5.085495151644414680e-02,-3.999576844679312432e-02,-4.809870170784749654e-02,-4.112776774888133313e-01,2.764237940995872053e-03,-1.167650406196524965e-02,-5.085495151644414680e-03,-9.849995768446794253e-01
