t,sx,sy,sz,vx,vy,vz,ax,ay,az,jx,jy,jz,Fx,Fy,Fz
1.353383458646616466e+00,1.668363079029138232e-02,2.588339947614065606e-02,-7.198595264674252370e-01,-4.879965586610893191e-02,3.326995924701711682e-02,-3.814348833028096547e-02,-1.173579699873376903e-01,-5.713323866023892195e-02,-3.994985201711950817e-02,-3.056829542903841124e-02,-4.236473548704700609e-01,3.340029969102595048e-03,-1.173579699873376903e-02,-5.713323866023892542e-03,-9.849949852017120255e-01
1.368421052631578760e+00,1.593651762124525043e-02,2.637699807000777955e-02,-7.204376276983160965e-01,-5.056719962820927644e-02,3.236246230677039537e-02,-3.874383869421762355e-02,-1.176784757850661001e-01,-6.359347021204297956e-02,-3.989531641764718084e-02,-1.186528445182122304e-02,-4.354627077215714737e-01,3.910587524227023860e-03,-1.176784757850661035e-02,-6.359347021204298303e-03,-9.849895316417648372e-01
1.383458646616541277e+00,1.516279937531004110e-02,2.685621306028499952e-02,-7.210247502655657836e-01,-5.233740403696027915e-02,3.135650636925157997e-02,-3.934330466135847748e-02,-1.177088860044036844e-01,-7.022668696901190888e-02,-3.983224036225554293e-02,8.014687685243826465e-03,-4.466402767426866927e-01,4.475910606368748226e-03,-1.177088860044036948e-02,-7.022668696901191408e-03,-9.849832240362256242e-01
1.398496240601503793e+00,1.436246950945952588e-02,2.731954467563752278e-02,-7.216208799073177138e-01,-5.410577365758016677e-02,3.024956549853909799e-02,-3.994175839562862790e-02,-1.174315007398989141e-01,-7.702265101091647359e-02,-3.976070256482406445e-02,2.907091091461674881e-02,-4.570934878289428238e-01,5.035999215526948056e-03,-1.174315007398989141e-02,-7.702265101091647879e-03,-9.849760702564824832e-01
1.413533834586466087e+00,1.353559108126514005e-02,2.776545636776209247e-02,-7.222260004482677909e-01,-5.586754717338975745e-02,2.903927761180889050e-02,-4.053907324462055484e-02,-1.168286712646959963e-01,-8.396980057379790918e-02,-3.968078173923217378e-02,5.129722485471457927e-02,-4.667328858127230973e-01,5.590853351702647703e-03,-1.168286712646959997e-02,-8.396980057379791959e-03,-9.849680781739232893e-01
1.428571428571428381e+00,1.268230073819040515e-02,2.819237742661931390e-02,-7.228400938174642798e-01,-5.761769878605511874e-02,2.772346470267531005e-02,-4.113512373959408303e-02,-1.158828848609826934e-01,-9.105520870979436077e-02,-3.959255659935932009e-02,7.468163766723273644e-02,-4.754664044888008423e-01,6.140473014895848035e-03,-1.158828848609826968e-02,-9.105520870979436771e-03,-9.849592556599360282e-01
1.443609022556390897e+00,1.180281267602243181e-02,2.859870590429225770e-02,-7.234631400661074574e-01,-5.935094093438930685e-02,2.630015365425755064e-02,-4.172978559547646515e-02,-1.145768553440041915e-01,-9.826454628766102817e-02,-3.949610585908493177e-02,9.920595045613542218e-02,-4.831996740786362876e-01,6.684858205106344355e-03,-1.145768553440042019e-02,-9.826454628766103511e-03,-9.849496105859085748e-01
1.458646616541353414e+00,1.089742254597240480e-02,2.898281185582708003e-02,-7.240951173853485967e-01,-6.106172841658839834e-02,2.476759757242668822e-02,-4.232293571086220840e-02,-1.128936191732003158e-01,-1.055820499044917427e-01,-3.939150823228845799e-02,1.248453903158182887e-01,-4.898363670994708152e-01,7.224008922333725533e-03,-1.128936191732003193e-02,-1.055820499044917565e-02,-9.849391508232289150e-01
1.473684210526315708e+00,9.966511288714254707e-03,2.934304090430096476e-02,-7.247360021240898398e-01,-6.274426399881903593e-02,2.312429756100799552e-02,-4.291445216801324097e-02,-1.108166369957795522e-01,-1.129904952920811612e-01,-3.927884243284932714e-02,1.515682553359606055e-01,-4.952785833871392596e-01,7.757925166577787739e-03,-1.108166369957795661e-02,-1.129904952920811681e-02,-9.849278842432850345e-01
1.488721804511278002e+00,9.010548872403548876e-03,2.967771813611966986e-02,-7.253857688067837373e-01,-6.439250559036539812e-02,2.136902485186394432e-02,-4.350421423285884964e-02,-1.083299004168690738e-01,-1.204711768108280012e-01,-3.915818717464701615e-02,1.793355750596167530e-01,-4.994272747787554811e-01,8.286606937840170287e-03,-1.083299004168690807e-02,-1.204711768108280082e-02,-9.849158187174648083e-01
1.503759398496240518e+00,8.030097910537714601e-03,2.998515233117042891e-02,-7.260443901512325660e-01,-6.600017506204698681e-02,1.950084319382051901e-02,-4.409210235499569364e-02,-1.054180437364620471e-01,-1.280038936297065444e-01,-3.902962117156090482e-02,2.081007900664044730e-01,-5.021827096926423373e-01,8.810054236119848822e-03,-1.054180437364620609e-02,-1.280038936297065583e-02,-9.849029621171562221e-01
1.518796992481203034e+00,7.025817134396447269e-03,3.026364053094406786e-02,-7.267118370863880905e-01,-6.756076878029070032e-02,1.751913139538242500e-02,-4.467799816768772830e-02,-1.020664603369543511e-01,-1.355669431922201518e-01,-3.889322313747048399e-02,2.378094545112919844e-01,-5.034449775482431333e-01,9.328267061416206651e-03,-1.020664603369543511e-02,-1.355669431922201622e-02,-9.848893223137471509e-01
1.533834586466165328e+00,5.998464693750677791e-03,3.051147294609259444e-02,-7.273880787701506589e-01,-6.906756992404698703e-02,1.542360590718017122e-02,-4.526178448786636471e-02,-9.826142334638768294e-02,-1.431371225650157342e-01,-3.874907178625515425e-02,2.683989655883477488e-01,-5.031145326487354019e-01,9.841245413729040811e-03,-9.826142334638769335e-03,-1.431371225650157446e-02,-9.848749071786255804e-01
1.548872180451127623e+00,4.948901258563001213e-03,3.072693820310624241e-02,-7.280730826071691864e-01,-7.051366264564909447e-02,1.321434332117499971e-02,-4.584334531613026842e-02,-9.399021014192544821e-02,-1.506897382575986821e-01,-3.859724583179442031e-02,2.997983240048502362e-01,-5.010927768045437825e-01,1.034898929305937479e-02,-9.399021014192545168e-03,-1.506897382575986960e-02,-9.848597245831794966e-01
1.563909774436090139e+00,3.878092893534944036e-03,3.090832892787852976e-02,-7.287668142666403615e-01,-7.189194812970042814e-02,1.089180265489383265e-02,-4.642256583674555376e-02,-8.924123019594100426e-02,-1.581986250880046962e-01,-3.843782398796765504e-02,3.319279296412017133e-01,-4.972826796080253020e-01,1.085149869940823554e-02,-8.924123019594101466e-03,-1.581986250880047101e-02,-9.848437823987968853e-01
1.578947368421052655e+00,2.787113676601978788e-03,3.105394766188283515e-02,-7.294692377001080752e-01,-7.319516259611748288e-02,8.456847280459922622e-03,-4.699933241764565200e-02,-8.400415570381360164e-02,-1.656361746499834808e-01,-3.827088496865432149e-02,3.646994166328865195e-01,-4.915894348797822389e-01,1.134877363277295506e-02,-8.400415570381359817e-03,-1.656361746499834808e-02,-9.848270884968655103e-01
1.593984962406014949e+00,1.677148031849103917e-03,3.116211310451325392e-02,-7.301803151592634045e-01,-7.441589728454067743e-02,5.910766350012670346e-03,-4.757353261043135301e-02,-7.827005436856596110e-02,-1.729733739119527491e-01,-3.809650748773388274e-02,3.980155321392424561e-01,-4.839211513972369594e-01,1.184081409315558553e-02,-7.827005436856595763e-03,-1.729733739119527700e-02,-9.848096507487734685e-01
1.609022556390977243e+00,5.494927468338184785e-04,3.123116667285192119e-02,-7.309000072137435966e-01,-7.554662044744654692e-02,3.255295561367018038e-03,-4.814505515037083988e-02,-7.203152365335606377e-02,-1.801798544463668050e-01,-3.791477025908573245e-02,4.317700630567274933e-01,-4.741895755885128794e-01,1.232762008055551285e-02,-7.203152365335606377e-03,-1.801798544463668189e-02,-9.847914770259086348e-01
1.624060150375939759e+00,-5.944413560280849664e-04,3.125947936772194291e-02,-7.316282727689318310e-01,-7.657970136845419773e-02,4.926371005414232566e-04,-4.871378995639960574e-02,-6.528282574909731462e-02,-1.872239527499952316e-01,-3.772575199658935452e-02,4.658478148890158321e-01,-4.623108434319793680e-01,1.280919159497191477e-02,-6.528282574909731635e-03,-1.872239527499952247e-02,-9.847725751996589949e-01
1.639097744360902276e+00,-1.753128124518343184e-03,3.124545893237788696e-02,-7.323650690837567589e-01,-7.750743641052633415e-02,-2.374521408810776127e-03,-4.927962813112055779e-02,-5.802002244174046808e-02,-1.940727820707041917e-01,-3.752953141412417037e-02,5.001246468994260397e-01,-4.482062583470592942e-01,1.328552863640520068e-02,-5.802002244174046981e-03,-1.940727820707041987e-02,-9.847529531414125348e-01
1.654135338345864570e+00,-2.924925188594904978e-03,3.118755728758499865e-02,-7.331103517884919318e-01,-7.832207708604030372e-02,-5.342989124901963149e-03,-4.984246196080390628e-02,-5.024110900263710489e-02,-2.006923161045153226e-01,-3.732618722556965002e-02,5.344675675404287896e-01,-4.318030913985255737e-01,1.375663120485680867e-02,-5.024110900263710836e-03,-2.006923161045153295e-02,-9.847326187225570182e-01
1.669172932330826864e+00,-4.108073509552076161e-03,3.108427822415470165e-02,-7.338640749025551191e-01,-7.901586012707768891e-02,-8.409055557113553556e-03,-5.040218491538726170e-02,-4.194614616660694018e-02,-2.070474848679010882e-01,-3.711579814480517325e-02,5.687348939778198442e-01,-4.130353996683620021e-01,1.422249930032612117e-02,-4.194614616660694018e-03,-2.070474848679011021e-02,-9.847115798144806531e-01
1.684210526315789380e+00,-5.300697396187751924e-03,3.093418533125275385e-02,-7.346261908523082917e-01,-7.958103951979196566e-02,-1.156847567007338907e-02,-5.095869164847560001e-02,-3.313738920655935616e-02,-2.131022829844008981e-01,-3.689844288571021702e-02,6.027764793014094291e-01,-3.918448581805650810e-01,1.468313292281068008e-02,-3.313738920655935703e-03,-2.131022829844009259e-02,-9.846898442885710923e-01
1.699248120300751896e+00,-6.500805017145477004e-03,3.073591013598980445e-02,-7.353966504888567179e-01,-8.000992045141185061e-02,-1.481645671053363061e-02,-5.151187799734118639e-02,-2.381941306151711540e-02,-2.188198905517490800e-01,-3.667420016216424439e-02,6.364340107379995448e-01,-3.681816002995838000e-01,1.513853207231355934e-02,-2.381941306151711887e-03,-2.188198905517491077e-02,-9.846674200162165436e-01
1.714285714285714191e+00,-7.706289437705969407e-03,3.048816042696134154e-02,-7.361754031058487246e-01,-8.029489510239024019e-02,-1.814764694698373787e-02,-5.206164098292376946e-02,-1.399923242742975166e-02,-2.241628066758863669e-01,-3.644314868804664903e-02,6.695413818545321583e-01,-3.420050610674286173e-01,1.558869674883455424e-02,-1.399923242742975209e-03,-2.241628066758863738e-02,-9.846443148688047708e-01
1.729323308270676485e+00,-8.914930208162780145e-03,3.018972873154096570e-02,-7.369623964572749042e-01,-8.042848019948242722e-02,-2.155612651258895923e-02,-5.260787880983036624e-02,-3.686415678028513720e-03,-2.290929956716473981e-01,-3.620536717723689402e-02,7.019251413587814792e-01,-3.132848175030218951e-01,1.603362695237120494e-02,-3.686415678028514046e-04,-2.290929956716473981e-02,-9.846205367177237600e-01
1.744360902255639001e+00,-1.012439552952087811e-02,2.983950091386860029e-02,-7.377575767752678759e-01,-8.040335622822626649e-02,-2.503540054135000928e-02,-5.315049086633535230e-02,7.106808553040841470e-03,-2.335720458368558961e-01,-3.596093434361443547e-02,7.334050206711703046e-01,-2.820014194657057827e-01,1.647332268292514904e-02,7.106808553040841686e-04,-2.335720458368559238e-02,-9.845960934343614968e-01
1.759398496240601517e+00,-1.133224502059696978e-02,2.943646485763364365e-02,-7.385608887879019369e-01,-8.021240818549292551e-02,-2.857839478523846802e-02,-5.368937772438050343e-02,1.836545332665985575e-02,-2.375613406073265876e-01,-3.570992890105869483e-02,7.637945419543488157e-01,-2.481472042887592488e-01,1.690778394049741520e-02,1.836545332665985662e-03,-2.375613406073266015e-02,-9.845709928901059671e-01
1.774436090225563811e+00,-1.253593310866934867e-02,2.897971919495570536e-02,-7.393722757369920462e-01,-7.984876773459266552e-02,-3.217745389638492631e-02,-5.422444113957494705e-02,3.007168510847829657e-02,-2.410222417953225282e-01,-3.545242956344910046e-02,7.929017077478388575e-01,-2.117270880242555497e-01,1.733701072508533544e-02,3.007168510847829917e-03,-2.410222417953225560e-02,-9.845452429563450458e-01
1.789473684210526105e+00,-1.373281306361925913e-02,2.846848203993486079e-02,-7.401916793958940310e-01,-7.930585660697893335e-02,-3.582434255310307236e-02,-5.475558405119512750e-02,4.220474646705813654e-02,-2.439162845038612137e-01,-3.518851504466515012e-02,8.205297727644728090e-01,-1.727593258137569698e-01,1.776100303669280941e-02,4.220474646705814001e-03,-2.439162845038612276e-02,-9.845188515044666078e-01
1.804511278195488622e+00,-1.492014169302042538e-02,2.790209968280551664e-02,-7.410190400873032379e-01,-7.857743107602666033e-02,-3.951024960154493615e-02,-5.528271058218495182e-02,5.474089099564127814e-02,-2.462053831945127946e-01,-3.491826405858615423e-02,8.464780977654313698e-01,-1.312762336164695065e-01,1.817976087531716564e-02,5.474089099564128334e-03,-2.462053831945128224e-02,-9.844918264058587498e-01
1.819548872180451138e+00,-1.609508471286978312e-02,2.728005519810803789e-02,-7.418542967010550715e-01,-7.765762730981201623e-02,-4.322579537603987027e-02,-5.580572603915553986e-02,6.765333168690570997e-02,-2.478520482676926373e-01,-3.464175531909170075e-02,8.705430847443227371e-01,-8.732486329366034861e-02,1.859328424095615592e-02,6.765333168690571171e-03,-2.478520482676926581e-02,-9.844641755319092358e-01
1.834586466165413432e+00,-1.725472280561045693e-02,2.660197691791734223e-02,-7.426973867119235351e-01,-7.654100739145107413e-02,-4.696104235062020793e-02,-5.632453691238553661e-02,8.091220397307344325e-02,-2.488196123927434722e-01,-3.435906754006115560e-02,8.925191919209503055e-01,-4.096762287164823491e-02,1.900157313361387421e-02,8.091220397307344672e-03,-2.488196123927434791e-02,-9.844359067540061625e-01
1.849624060150375726e+00,-1.839605837378249439e-02,2.586764671896521831e-02,-7.435482461974213253e-01,-7.522260577751778421e-02,-5.070550926183597235e-02,-5.683905087582077909e-02,9.448454461544231187e-02,-2.490724657011710863e-01,-3.407027943537398879e-02,9.122000262764586864e-01,7.717166308448653034e-03,1.940462755328765942e-02,9.448454461544231880e-03,-2.490724657011711071e-02,-9.844070279435375159e-01
1.864661654135338242e+00,-1.951602299405333016e-02,2.507700807049162081e-02,-7.444068098555991497e-01,-7.369797594754773362e-02,-5.444818882868986132e-02,-5.734917678707456695e-02,1.083342875873139211e-01,-2.485762988312942290e-01,-3.377546971890964950e-02,9.293795105584687910e-01,5.863478389215981412e-02,1.980244749997976325e-02,1.083342875873139280e-02,-2.485762988312942290e-02,-9.843775469718910598e-01
1.879699248120300759e+00,-2.061148557253849808e-02,2.423017378788657264e-02,-7.452730110228452665e-01,-7.196323698080465958e-02,-5.817756917936604821e-02,-5.785482468742756540e-02,1.224222780418728340e-01,-2.472983526872791493e-01,-3.347471710454753141e-02,9.438531208526499405e-01,1.116737045746120094e-01,2.019503297369059855e-02,1.224222780418728410e-02,-2.472983526872791701e-02,-9.843474717104548910e-01
1.894736842105263053e+00,-2.167926119823461450e-02,2.332743343566890185e-02,-7.461467816916851348e-01,-7.001511978054981988e-02,-6.188165907639227303e-02,-5.835590580182779125e-02,1.367063053914757409e-01,-2.452076736512729949e-01,-3.316810030616707677e-02,9.554191899629482787e-01,1.667052801290559993e-01,2.058238397441729262e-02,1.367063053914757513e-02,-2.452076736512730226e-02,-9.843168100306167734e-01
1.909774436090225347e+00,-2.271612068706665641e-02,2.236926032211671370e-02,-7.470280525285805107e-01,-6.785101265118685665e-02,-6.554801701198685604e-02,-5.885233253889057131e-02,1.511411564467388946e-01,-2.422753728652917715e-01,-3.285569803764776253e-02,9.638802709729088480e-01,2.235835174154455762e-01,2.096450050216025485e-02,1.511411564467388981e-02,-2.422753728652917923e-02,-9.842855698037649148e-01
1.924812030075187863e+00,-2.371880080451709352e-02,2.135631802694671136e-02,-7.479167528917294305e-01,-6.546900592006386910e-02,-6.916378422364387324e-02,-5.934401849089860487e-02,1.656786894725961745e-01,-2.384748880809746396e-01,-3.253758901286902400e-02,9.690445544832101410e-01,2.821449601065829094e-01,2.134138255692092853e-02,1.656786894725961745e-02,-2.384748880809746396e-02,-9.842537589012869681e-01
1.939849624060150379e+00,-2.468401515007599342e-02,2.028946640286144118e-02,-7.488128108488654178e-01,-6.286793528359396754e-02,-7.271572165656062237e-02,-5.983087843380199833e-02,1.802679299140771685e-01,-2.337822464616121088e-01,-3.221385194571028954e-02,9.707273321440383906e-01,3.422086815016884831e-01,2.171303013869909856e-02,1.802679299140771615e-02,-2.337822464616121088e-02,-9.842213851945711411e-01
1.954887218045112673e+00,-2.560846568185459055e-02,1.916976699156866873e-02,-7.497161531950571334e-01,-6.004742354689956291e-02,-7.619025087440546573e-02,-6.031282832721820281e-02,1.948551884270385282e-01,-2.281763266133697288e-01,-3.188456555005100834e-02,9.687524982341995106e-01,4.035763953364376322e-01,2.207944324749518128e-02,1.948551884270385490e-02,-2.281763266133697565e-02,-9.841884565550051978e-01
1.969924812030074968e+00,-2.648885485466161496e-02,1.799848779505557744e-02,-7.506267054705078046e-01,-5.700792041760419093e-02,-7.957349889324466519e-02,-6.078978531443200023e-02,2.093842017186277882e-01,-2.216391180228078350e-01,-3.154980853977058797e-02,9.629540801914933112e-01,4.660326909424920561e-01,2.244062188330773686e-02,2.093842017186278021e-02,-2.216391180228078489e-02,-9.841549808539771238e-01
1.984962406015037484e+00,-2.732189833968821577e-02,1.677710734348633603e-02,-7.515443919783547644e-01,-5.375074000785803885e-02,-8.285134688534800951e-02,-6.126166772239555192e-02,2.237962965593104925e-01,-2.141559759870279023e-01,-3.120965962874851576e-02,9.531777881808192188e-01,5.293453984580108740e-01,2.279656604613759449e-02,2.237962965593105064e-02,-2.141559759870279023e-02,-9.841209659628749051e-01
2.000000000000000000e+00,-2.810433828870907355e-02,1.550731800211433732e-02,-7.524691358024691024e-01,-5.027809569439840170e-02,-8.600948267019178917e-02,-6.172839506172839164e-02,2.380305771732913467e-01,-2.057158700425524289e-01,-3.086419753086419235e-02,9.392825730080904822e-01,5.932660890433055778e-01,2.314727573598412275e-02,2.380305771732913606e-02,-2.057158700425524428e-02,-9.840864197530865276e-01
2.015037593984962072e+00,-2.883295710042495588e-02,1.419102846107022677e-02,-7.534008588252548710e-01,-4.659313198456802724e-02,-8.903345687947016029e-02,-6.218988802671735622e-02,2.520241360478454595e-01,-1.963116238307422157e-01,-3.051350095999711548e-02,9.211421809599757982e-01,6.575307142144508621e-01,2.349275095284774836e-02,2.520241360478454873e-02,-1.963116238307422226e-02,-9.840513500959997550e-01
2.030075187969924588e+00,-2.950459164127865186e-02,1.283036535382563875e-02,-7.543394817454488477e-01,-4.269995303692700195e-02,-9.190874265148164801e-02,-6.264606849531674515e-02,2.657122880252441033e-01,-1.859401442826269790e-01,-3.015764863002666496e-02,8.986466934825281250e-01,7.218603874744247140e-01,2.383299169672949136e-02,2.657122880252441033e-02,-1.859401442826269860e-02,-9.840157648630027953e-01
2.045112781954887105e+00,-3.011614786781566244e-02,1.142767395254767893e-02,-7.552849240959199628e-01,-3.860364748852909700e-02,-9.462079867809984612e-02,-6.309685952914811935e-02,2.790288273546275288e-01,-1.746026379657705518e-01,-2.979671925483231773e-02,8.717040390166825858e-01,7.859623104000448279e-01,2.416799796762954602e-02,2.790288273546275358e-02,-1.746026379657705449e-02,-9.839796719254833013e-01
2.060150375939849621e+00,-3.066461579247237168e-02,9.985517891462776172e-03,-7.562371042614686178e-01,-3.431030924724145365e-02,-9.715513539489460670e-02,-6.354218537350046769e-02,2.919063071865166115e-01,-1.623048124115462065e-01,-2.943079154829344665e-02,8.402414637962436483e-01,8.495308442385255399e-01,2.449776976554546987e-02,2.919063071865166115e-02,-1.623048124115462204e-02,-9.839430791548294808e-01
2.075187969924812137e+00,-3.114708472960343866e-02,8.506677872745126850e-03,-7.571959394966267798e-01,-2.982705391677318782e-02,-9.949738407208524871e-02,-6.398197145733007518e-02,3.042763407909585549e-01,-1.490570602341408646e-01,-2.905994422428959806e-02,8.042069479947486776e-01,9.122487268858689990e-01,2.482230709047724901e-02,3.042763407909585688e-02,-1.490570602341408785e-02,-9.839059944224290977e-01
2.090225563909774209e+00,-3.156075875365117744e-02,6.994149313337109583e-03,-7.581613459434567437e-01,-2.516203053444679080e-02,-1.016333685311566759e-01,-6.441614439326064090e-02,3.160699235730760615e-01,-1.348746238638640071e-01,-2.868425599670014481e-02,7.635705532916889915e-01,9.737884338680894425e-01,2.514160994242817249e-02,3.160699235730760753e-02,-1.348746238638640071e-02,-9.838684255996701378e-01
2.105263157894736725e+00,-3.190297229666205076e-02,5.451138895489109418e-03,-7.591332386493511164e-01,-2.032442831724797644e-02,-1.035491791794333899e-01,-6.484463197758319475e-02,3.272177747486587074e-01,-1.197777387478419497e-01,-2.830380557940453956e-02,7.183256877255217443e-01,1.033813680634160237e+00,2.545567832139495126e-02,3.272177747486586935e-02,-1.197777387478419532e-02,-9.838303805579405870e-01
2.120300751879699241e+00,-3.217120580791204415e-02,3.881059988678662448e-03,-7.601115315848321341e-01,-1.532447813040914084e-02,-1.052312490229728864e-01,-6.526736319025611133e-02,3.376506973291332203e-01,-1.037917529218779916e-01,-2.791867168628225232e-02,6.684902736198818918e-01,1.091981062106341271e+00,2.576451222738005559e-02,3.376506973291332203e-02,-1.037917529218779916e-02,-9.837918671686283201e-01
2.135338345864661314e+00,-3.236310139426783195e-02,2.287526915906888322e-03,-7.610961376613514240e-01,-1.017344841468636150e-02,-1.066664312871324627e-01,-6.568426819490520707e-02,3.472999548517233803e-01,-8.694722092869903995e-02,-2.752893303121265942e-02,6.141078044181242923e-01,1.147941824030294988e+00,2.606811166038204564e-02,3.472999548517233942e-02,-8.694722092869904689e-03,-9.837528933031213230e-01
2.150375939849623830e+00,-3.247647835612730433e-02,6.743480431712195987e-04,-7.620869687490889888e-01,-4.883635333613029449e-03,-1.078420782443841319e-01,-6.609527833882357373e-02,3.560976630788183495e-01,-6.927997015062596631e-02,-2.713466832807527596e-02,5.552482764473950505e-01,1.201343759236601860e+00,2.636647662039968282e-02,3.560976630788183911e-02,-6.927997015062596978e-03,-9.837134668328075815e-01
2.165413533834586346e+00,-3.250934853040212541e-02,-9.544823228501250929e-04,-7.630839356947535235e-01,5.316530697083445521e-04,-1.087461208207349955e-01,-6.650032615297167549e-02,3.639771946826586002e-01,-5.083113773915662326e-02,-2.673595629074950950e-02,4.920089819625480532e-01,1.251833220479852793e+00,2.665960710743688067e-02,3.639771946826585863e-02,-5.083113773915662673e-03,-9.836735956290750815e-01
2.180451127819548862e+00,-3.245993134907258770e-02,-2.594793237222574236e-03,-7.640869483393808448e-01,6.058118885363146869e-03,-1.093671485257749765e-01,-6.689934535197739063e-02,3.708735947295861424e-01,-3.164717646012299435e-02,-2.633287563311476759e-02,4.245151502971802326e-01,1.299057240075931041e+00,2.694750312149218896e-02,3.708735947295861701e-02,-3.164717646012299695e-03,-9.836332875633115869e-01
2.195488721804511378e+00,-3.232666851940643044e-02,-4.242247620580492581e-03,-7.650959155361347630e-01,1.168050266367328532e-02,-1.096944892272512379e-01,-6.729227083413592825e-02,3.767240045845514640e-01,-1.177982793095489616e-02,-2.592550506905049595e-02,3.529204245774003601e-01,1.342665745127421095e+00,2.723016466256151374e-02,3.767240045845515056e-02,-1.177982793095489616e-03,-9.835925505069051944e-01
2.210526315789473450e+00,-3.210823823003267075e-02,-5.892353958276105516e-03,-7.661107451681050673e-01,1.738261816411423161e-02,-1.097182882694796024e-01,-6.767903868140975887e-02,3.814680916736158944e-01,8.713938094279220781e-03,-2.551392331243622358e-02,2.774071622352287658e-01,1.382313855726938545e+00,2.750759173064915714e-02,3.814680916736159361e-02,8.713938094279220781e-04,-9.835513923312436679e-01
2.225563909774435967e+00,-3.180356878574019941e-02,-7.540479181101769103e-03,-7.671313441661083976e-01,2.314739359385359699e-02,-1.094295864161656390e-01,-6.805958615942887813e-02,3.850484823721398997e-01,2.977201953652287847e-02,-2.509820907715127475e-02,1.981865484930500076e-01,1.417664252174928974e+00,2.777978432575451198e-02,3.850484823721399275e-02,2.977201953652287847e-03,-9.835098209077152154e-01
2.240601503759398483e+00,-3.141185157316669918e-02,-9.181862705902134325e-03,-7.681576185264868961e-01,2.895691936138873948e-02,-1.088203960826238936e-01,-6.843385171749054308e-02,3.874111951314754276e-01,5.132731382476621307e-02,-2.467844107707518886e-02,1.154985130768121371e-01,1.448389595958934351e+00,2.804674244787510456e-02,3.874111951314754276e-02,5.132731382476621307e-03,-9.834678441077076005e-01
2.255639097744360555e+00,-3.093255325949255397e-02,-1.081163160625102891e-02,-7.691894733289078578e-01,3.479250232628623013e-02,-1.078837753102536295e-01,-6.880177498855938323e-02,3.885060708195983703e-01,7.330788643658116277e-02,-2.425469802608735959e-02,2.961144165019491403e-02,1.474174988032142419e+00,2.830846609701627437e-02,3.885060708195983703e-02,7.330788643658116797e-03,-9.834254698026088093e-01
2.270676691729323071e+00,-3.036542712688607495e-02,-1.242481687507456488e-02,-7.702268127541637144e-01,4.063472647964063572e-02,-1.066138989277116284e-01,-6.916329678926745606e-02,3.882871971333491379e-01,9.563717657625417368e-02,-2.382705863806718061e-02,-5.917832516051302338e-02,1.494720446817098924e+00,2.856495527317474623e-02,3.882871971333491656e-02,9.563717657625418755e-03,-9.833827058638068275e-01
2.285714285714285587e+00,-2.971052344678951421e-02,-1.401637073270592219e-02,-7.712695401019709074e-01,4.646351994185536627e-02,-1.050061263387841587e-01,-6.951835911991402495e-02,3.867133238439456333e-01,1.182342401486479455e-01,-2.339560162689413580e-02,-1.505472107675450699e-01,1.509743387362628475e+00,2.881620997634866052e-02,3.867133238439456749e-02,1.182342401486479594e-02,-9.833395601626895299e-01
2.300751879699248104e+00,-2.896819880020845561e-02,-1.558118492543263296e-02,-7.723175578087699833e-01,5.225822811509028831e-02,-1.030570653767138439e-01,-6.986690516446590615e-02,3.837482655651565100e-01,1.410140299009959297e-01,-2.296040570644767090e-02,-2.441453436254198417e-01,1.518981082214160727e+00,2.906223020653823583e-02,3.837482655651565377e-02,1.410140299009959332e-02,-9.832960405706449025e-01
2.315789473684210620e+00,-2.813912425299108788e-02,-1.711410995119392806e-02,-7.733707674655242448e-01,5.799769277753702434e-02,-1.007646316688872862e-01,-7.020887929055709409e-02,3.793612886867772649e-01,1.638877123068212815e-01,-2.252154959060727324e-02,-3.395977224577170772e-01,1.522193083835405192e+00,2.930301596374551218e-02,3.793612886867772649e-02,1.638877123068212954e-02,-9.832521549590608201e-01
2.330827067669172692e+00,-2.722429229866310529e-02,-1.860997514078756299e-02,-7.744290698355205116e-01,6.366033685603229852e-02,-9.812810296449320235e-02,-7.054422704948908052e-02,3.735274790965355529e-01,1.867630204586237519e-01,-2.207911199325231569e-02,-4.365056060686222095e-01,1.519163587857611297e+00,2.953856724797254696e-02,3.735274790965355945e-02,1.867630204586237519e-02,-9.832079111993253795e-01
2.345864661654135208e+00,-2.622502248572998462e-02,-2.006360951480430990e-02,-7.754923648721673279e-01,6.922425456275291267e-02,-9.514816789114995121e-02,-7.087289517623067414e-02,3.662280873226359534e-01,2.095446419211201006e-01,-2.163317162826223355e-02,-5.344481261536054850e-01,1.509703716044426880e+00,2.976888405921482642e-02,3.662280873226359673e-02,2.095446419211201283e-02,-9.831633171628263446e-01
2.360902255639097724e+00,-2.514296565146161705e-02,-2.146986332861294464e-02,-7.765605517367955013e-01,7.466730653136441354e-02,-9.182696862465740406e-02,-7.119483158941801448e-02,3.574508477681055951e-01,2.321346401776637203e-01,-2.118380720951653154e-02,-6.329841195050590619e-01,1.493653697658404722e+00,2.999396639747480692e-02,3.574508477681056368e-02,2.321346401776637480e-02,-9.831183807209517012e-01
2.375939849624059796e+00,-2.398010669003367359e-02,-2.282363021012416213e-02,-7.776335288164569759e-01,7.996721953840731090e-02,-8.816813697900784119e-02,-7.150998539135459964e-02,3.471902687778377072e-01,2.544329079816004535e-01,-2.073109745089456862e-02,-7.316541739358382035e-01,1.470884927909615225e+00,3.021381426275249887e-02,3.471902687778376934e-02,2.544329079816004535e-02,-9.830731097450895462e-01
